date,fighter,weightclass,rank
3/21/16,Ray Borg,Flyweight,14
3/21/16,Sergio Pettis,Flyweight,15
3/21/16,Dominick Cruz,Bantamweight,0
3/21/16,TJ Dillashaw,Bantamweight,1
3/21/16,Urijah Faber,Bantamweight,2
3/21/16,Raphael Assuncao,Bantamweight,3
3/21/16,Aljamain Sterling,Bantamweight,4
3/21/16,Renan Barao,Bantamweight,4
3/21/16,Michael McDonald,Bantamweight,6
3/21/16,Thomas Almeida,Bantamweight,7
3/21/16,Bryan Caraway,Bantamweight,8
3/21/16,Takeya Mizugaki,Bantamweight,9
3/21/16,Johnny Eduardo,Bantamweight,10
3/21/16,Jimmie Rivera,Bantamweight,11
3/21/16,John Lineker,Bantamweight,12
3/21/16,Frankie Saenz,Bantamweight,13
3/21/16,Eddie Wineland,Bantamweight,14
3/21/16,Cody Garbrandt,Bantamweight,15
3/21/16,Conor McGregor,Featherweight,0
3/21/16,Jose Aldo,Featherweight,1
3/21/16,Frankie Edgar,Featherweight,2
3/21/16,Chad Mendes,Featherweight,3
3/21/16,Max Holloway,Featherweight,4
3/21/16,Ricardo Lamas,Featherweight,5
3/21/16,Cub Swanson,Featherweight,6
3/21/16,Charles Oliveira,Featherweight,7
3/21/16,Dennis Bermudez,Featherweight,8
3/21/16,Jeremy Stephens,Featherweight,9
3/21/16,Hacran Dias,Featherweight,10
3/21/16,Darren Elkins,Featherweight,11
3/21/16,Brian Ortega,Featherweight,12
3/21/16,Tatsuya Kawajiri,Featherweight,13
3/21/16,Nik Lentz,Featherweight,14
3/21/16,Clay Guida,Featherweight,15
3/21/16,Rafael Dos Anjos,Lightweight,0
3/21/16,Eddie Alvarez,Lightweight,1
3/21/16,Khabib Nurmagomedov,Lightweight,2
3/21/16,Anthony Pettis,Lightweight,3
3/21/16,Tony Ferguson,Lightweight,4
3/21/16,Nate Diaz,Lightweight,5
3/21/16,Michael Johnson,Lightweight,6
3/21/16,Beneil Dariush,Lightweight,7
3/21/16,Edson Barboza,Lightweight,8
3/21/16,Donald Cerrone,Lightweight,9
3/21/16,Dustin Poirier,Lightweight,10
3/21/16,Al Iaquinta,Lightweight,11
3/21/16,Bobby Green,Lightweight,12
3/21/16,Evan Dunham,Lightweight,13
3/21/16,Michael Chiesa,Lightweight,14
3/21/16,Rashid Magomedov,Lightweight,15
3/21/16,Robbie Lawler,Welterweight,0
3/21/16,Rory MacDonald,Welterweight,1
3/21/16,Stephen Thompson,Welterweight,2
3/21/16,Tyron Woodley,Welterweight,3
3/21/16,Carlos Condit,Welterweight,4
3/21/16,Johny Hendricks,Welterweight,5
3/21/16,Demian Maia,Welterweight,6
3/21/16,Neil Magny,Welterweight,7
3/21/16,Matt Brown,Welterweight,8
3/21/16,Dong Hyun Kim,Welterweight,9
3/21/16,Tarec Saffiedine,Welterweight,10
3/21/16,Rick Story,Welterweight,11
3/21/16,Kelvin Gastelum,Welterweight,12
3/21/16,Albert Tumenov,Welterweight,13
3/21/16,Hector Lombard,Welterweight,14
3/21/16,Thiago Alves,Welterweight,15
3/21/16,Luke Rockhold,Middleweight,0
3/21/16,Chris Weidman,Middleweight,1
3/21/16,Jacare Souza,Middleweight,2
3/21/16,Vitor Belfort,Middleweight,3
3/21/16,Michael Bisping,Middleweight,4
3/21/16,Lyoto Machida,Middleweight,5
3/21/16,Anderson Silva,Middleweight,6
3/21/16,Robert Whittaker,Middleweight,7
3/21/16,Gegard Mousasi,Middleweight,8
3/21/16,Tim Kennedy,Middleweight,9
3/21/16,Uriah Hall,Middleweight,10
3/21/16,Derek Brunson,Middleweight,11
3/21/16,Thales Leites,Middleweight,12
3/21/16,Rafael Natal,Middleweight,13
3/21/16,Dan Henderson,Middleweight,14
3/21/16,CB Dollaway,Middleweight,15
3/21/16,Daniel Cormier,Light Heavyweight,0
3/21/16,Jon Jones,Light Heavyweight,1
3/21/16,Anthony Johnson,Light Heavyweight,2
3/21/16,Alexander Gustafsson,Light Heavyweight,3
3/21/16,Glover Teixeira,Light Heavyweight,4
3/21/16,Ryan Bader,Light Heavyweight,5
3/21/16,Ovince Saint Preux,Light Heavyweight,6
3/21/16,Rashad Evans,Light Heavyweight,7
3/21/16,Mauricio Rua,Light Heavyweight,8
3/21/16,Jimi Manuwa,Light Heavyweight,9
3/21/16,Antonio Rogerio Nogueira,Light Heavyweight,10
3/21/16,Patrick Cummins,Light Heavyweight,11
3/21/16,Corey Anderson,Light Heavyweight,12
3/21/16,Ilir Latifi,Light Heavyweight,13
3/21/16,Nikita Krylov,Light Heavyweight,14
3/21/16,Gian Villante,Light Heavyweight,15
3/21/16,Fabricio Werdum,Heavyweight,0
3/21/16,Cain Velasquez,Heavyweight,1
3/21/16,Stipe Miocic,Heavyweight,2
3/21/16,Alistair Overeem,Heavyweight,3
3/21/16,Ben Rothwell,Heavyweight,4
3/21/16,Junior Dos Santos,Heavyweight,5
3/21/16,Andrei Arlovski,Heavyweight,6
3/21/16,Travis Browne,Heavyweight,7
3/21/16,Mark Hunt,Heavyweight,8
3/21/16,Josh Barnett,Heavyweight,9
3/21/16,Frank Mir,Heavyweight,10
3/21/16,Roy Nelson,Heavyweight,11
3/21/16,Antonio Silva,Heavyweight,12
3/21/16,Ruslan Magomedov,Heavyweight,13
3/21/16,Alexey Oliynyk,Heavyweight,14
3/21/16,Jared Rosholt,Heavyweight,15
3/21/16,Stefan Struve,Heavyweight,15
3/21/16,Joanna Jedrzejczyk,Women's Strawweight,0
3/21/16,Claudia Gadelha,Women's Strawweight,1
3/21/16,Carla Esparza,Women's Strawweight,2
3/21/16,Rose Namajunas,Women's Strawweight,3
3/21/16,Tecia Torres,Women's Strawweight,4
3/21/16,Jessica Penne,Women's Strawweight,5
3/21/16,Valerie Letourneau,Women's Strawweight,6
3/21/16,Paige VanZant,Women's Strawweight,7
3/21/16,Michelle Waterson,Women's Strawweight,8
3/21/16,Maryna Moroz,Women's Strawweight,9
3/21/16,Karolina Kowalkiewicz,Women's Strawweight,10
3/21/16,Joanne Calderwood,Women's Strawweight,11
3/21/16,Randa Markos,Women's Strawweight,12
3/21/16,Jessica Aguilar,Women's Strawweight,13
3/21/16,Juliana Lima,Women's Strawweight,14
3/21/16,Justine Kish,Women's Strawweight,15
3/21/16,Miesha Tate,Women's Bantamweight,0
3/21/16,Holly Holm,Women's Bantamweight,1
3/21/16,Ronda Rousey,Women's Bantamweight,2
3/21/16,Cat Zingano,Women's Bantamweight,3
3/21/16,Amanda Nunes,Women's Bantamweight,4
3/21/16,Julianna Pena,Women's Bantamweight,5
3/21/16,Sara McMann,Women's Bantamweight,6
3/21/16,Jessica Eye,Women's Bantamweight,7
3/21/16,Bethe Correia,Women's Bantamweight,8
3/21/16,Liz Carmouche,Women's Bantamweight,9
3/21/16,Sarah Kaufman,Women's Bantamweight,10
3/21/16,Valentina Shevchenko,Women's Bantamweight,11
3/21/16,Raquel Pennington,Women's Bantamweight,12
3/21/16,Germaine de Randamie,Women's Bantamweight,13
3/21/16,Lauren Murphy,Women's Bantamweight,14
3/21/16,Marion Reneau,Women's Bantamweight,15
4/12/16,Jon Jones,Pound-for-Pound,1
4/12/16,Demetrious Johnson,Pound-for-Pound,2
4/12/16,Luke Rockhold,Pound-for-Pound,3
4/12/16,Fabricio Werdum,Pound-for-Pound,4
4/12/16,Dominick Cruz,Pound-for-Pound,5
4/12/16,Rafael Dos Anjos,Pound-for-Pound,6
4/12/16,Robbie Lawler,Pound-for-Pound,7
4/12/16,Conor McGregor,Pound-for-Pound,8
4/12/16,Daniel Cormier,Pound-for-Pound,9
4/12/16,Jose Aldo,Pound-for-Pound,10
4/12/16,Chris Weidman,Pound-for-Pound,11
4/12/16,Frankie Edgar,Pound-for-Pound,12
4/12/16,TJ Dillashaw,Pound-for-Pound,13
4/12/16,Joanna Jedrzejczyk,Pound-for-Pound,14
4/12/16,Miesha Tate,Pound-for-Pound,15
4/12/16,Demetrious Johnson,Flyweight,0
4/12/16,Joseph Benavidez,Flyweight,1
4/12/16,Henry Cejudo,Flyweight,2
4/12/16,John Dodson,Flyweight,3
4/12/16,Jussier Formiga,Flyweight,4
4/12/16,Ian McCall,Flyweight,5
4/12/16,Kyoji Horiguchi,Flyweight,6
4/12/16,John Moraga,Flyweight,7
4/12/16,Zach Makovsky,Flyweight,8
4/12/16,Wilson Reis,Flyweight,9
4/12/16,Dustin Ortiz,Flyweight,10
4/12/16,Ali Bagautinov,Flyweight,11
4/12/16,Justin Scoggins,Flyweight,12
4/12/16,Louis Smolka,Flyweight,13
4/12/16,Ray Borg,Flyweight,14
4/12/16,Sergio Pettis,Flyweight,15
4/12/16,Dominick Cruz,Bantamweight,0
4/12/16,TJ Dillashaw,Bantamweight,1
4/12/16,Renan Barao,Bantamweight,2
4/12/16,Urijah Faber,Bantamweight,3
4/12/16,Raphael Assuncao,Bantamweight,4
4/12/16,Aljamain Sterling,Bantamweight,5
4/12/16,Michael McDonald,Bantamweight,6
4/12/16,Thomas Almeida,Bantamweight,7
4/12/16,Bryan Caraway,Bantamweight,8
4/12/16,Takeya Mizugaki,Bantamweight,9
4/12/16,Johnny Eduardo,Bantamweight,10
4/12/16,Frankie Saenz,Bantamweight,11
4/12/16,John Lineker,Bantamweight,12
4/12/16,Jimmie Rivera,Bantamweight,13
4/12/16,Eddie Wineland,Bantamweight,14
4/12/16,Cody Garbrandt,Bantamweight,15
4/12/16,Conor McGregor,Featherweight,0
4/12/16,Jose Aldo,Featherweight,1
4/12/16,Frankie Edgar,Featherweight,2
4/12/16,Chad Mendes,Featherweight,3
4/12/16,Max Holloway,Featherweight,4
4/12/16,Ricardo Lamas,Featherweight,5
4/12/16,Cub Swanson,Featherweight,6
4/12/16,Charles Oliveira,Featherweight,7
4/12/16,Dennis Bermudez,Featherweight,8
4/12/16,Jeremy Stephens,Featherweight,9
4/12/16,Hacran Dias,Featherweight,10
4/12/16,Darren Elkins,Featherweight,11
4/12/16,Brian Ortega,Featherweight,12
4/12/16,Tatsuya Kawajiri,Featherweight,13
4/12/16,Clay Guida,Featherweight,14
4/12/16,Mirsad Bektic,Featherweight,15
4/12/16,Rafael Dos Anjos,Lightweight,0
4/12/16,Eddie Alvarez,Lightweight,1
4/12/16,Khabib Nurmagomedov,Lightweight,2
4/12/16,Anthony Pettis,Lightweight,3
4/12/16,Tony Ferguson,Lightweight,4
4/12/16,Nate Diaz,Lightweight,5
4/12/16,Donald Cerrone,Lightweight,6
4/12/16,Beneil Dariush,Lightweight,7
4/12/16,Michael Johnson,Lightweight,7
4/12/16,Edson Barboza,Lightweight,9
4/12/16,Dustin Poirier,Lightweight,10
4/12/16,Al Iaquinta,Lightweight,11
4/12/16,Bobby Green,Lightweight,12
4/12/16,Evan Dunham,Lightweight,13
4/12/16,Michael Chiesa,Lightweight,14
4/12/16,Rashid Magomedov,Lightweight,15
4/12/16,Robbie Lawler,Welterweight,0
4/12/16,Rory MacDonald,Welterweight,1
4/12/16,Stephen Thompson,Welterweight,2
4/12/16,Tyron Woodley,Welterweight,3
4/12/16,Carlos Condit,Welterweight,4
4/12/16,Johny Hendricks,Welterweight,5
4/12/16,Demian Maia,Welterweight,6
4/12/16,Neil Magny,Welterweight,7
4/12/16,Matt Brown,Welterweight,8
4/12/16,Dong Hyun Kim,Welterweight,9
4/12/16,Tarec Saffiedine,Welterweight,10
4/12/16,Rick Story,Welterweight,11
4/12/16,Kelvin Gastelum,Welterweight,12
4/12/16,Albert Tumenov,Welterweight,13
4/12/16,Hector Lombard,Welterweight,14
4/12/16,Thiago Alves,Welterweight,15
4/12/16,Luke Rockhold,Middleweight,0
4/12/16,Chris Weidman,Middleweight,1
4/12/16,Jacare Souza,Middleweight,2
4/12/16,Vitor Belfort,Middleweight,3
4/12/16,Michael Bisping,Middleweight,4
4/12/16,Lyoto Machida,Middleweight,5
4/12/16,Anderson Silva,Middleweight,6
4/12/16,Robert Whittaker,Middleweight,7
4/12/16,Gegard Mousasi,Middleweight,8
4/12/16,Tim Kennedy,Middleweight,9
4/12/16,Uriah Hall,Middleweight,10
4/12/16,Derek Brunson,Middleweight,11
4/12/16,Thales Leites,Middleweight,12
4/12/16,Rafael Natal,Middleweight,13
4/12/16,Dan Henderson,Middleweight,14
4/12/16,CB Dollaway,Middleweight,15
4/12/16,Daniel Cormier,Light Heavyweight,0
4/12/16,Jon Jones,Light Heavyweight,1
4/12/16,Anthony Johnson,Light Heavyweight,2
4/12/16,Alexander Gustafsson,Light Heavyweight,3
4/12/16,Glover Teixeira,Light Heavyweight,4
4/12/16,Ryan Bader,Light Heavyweight,5
4/12/16,Ovince Saint Preux,Light Heavyweight,6
4/12/16,Rashad Evans,Light Heavyweight,7
4/12/16,Mauricio Rua,Light Heavyweight,8
4/12/16,Jimi Manuwa,Light Heavyweight,9
4/12/16,Antonio Rogerio Nogueira,Light Heavyweight,10
4/12/16,Patrick Cummins,Light Heavyweight,11
4/12/16,Corey Anderson,Light Heavyweight,12
4/12/16,Ilir Latifi,Light Heavyweight,13
4/12/16,Nikita Krylov,Light Heavyweight,14
4/12/16,Gian Villante,Light Heavyweight,15
4/12/16,Fabricio Werdum,Heavyweight,0
4/12/16,Cain Velasquez,Heavyweight,1
4/12/16,Stipe Miocic,Heavyweight,2
4/12/16,Alistair Overeem,Heavyweight,3
4/12/16,Junior Dos Santos,Heavyweight,4
4/12/16,Andrei Arlovski,Heavyweight,5
4/12/16,Ben Rothwell,Heavyweight,6
4/12/16,Travis Browne,Heavyweight,7
4/12/16,Mark Hunt,Heavyweight,8
4/12/16,Josh Barnett,Heavyweight,9
4/12/16,Roy Nelson,Heavyweight,10
4/12/16,Frank Mir,Heavyweight,11
4/12/16,Antonio Silva,Heavyweight,12
4/12/16,Derrick Lewis,Heavyweight,13
4/12/16,Ruslan Magomedov,Heavyweight,14
4/12/16,Alexey Oliynyk,Heavyweight,15
4/12/16,Joanna Jedrzejczyk,Women's Strawweight,0
4/12/16,Claudia Gadelha,Women's Strawweight,1
4/12/16,Carla Esparza,Women's Strawweight,2
4/12/16,Rose Namajunas,Women's Strawweight,3
4/12/16,Tecia Torres,Women's Strawweight,4
4/12/16,Jessica Penne,Women's Strawweight,5
4/12/16,Valerie Letourneau,Women's Strawweight,6
4/12/16,Paige VanZant,Women's Strawweight,7
4/12/16,Maryna Moroz,Women's Strawweight,8
4/12/16,Michelle Waterson,Women's Strawweight,9
4/12/16,Karolina Kowalkiewicz,Women's Strawweight,10
4/12/16,Joanne Calderwood,Women's Strawweight,11
4/12/16,Randa Markos,Women's Strawweight,12
4/12/16,Jessica Aguilar,Women's Strawweight,13
4/12/16,Juliana Lima,Women's Strawweight,14
4/12/16,Justine Kish,Women's Strawweight,15
4/12/16,Miesha Tate,Women's Bantamweight,0
4/12/16,Holly Holm,Women's Bantamweight,1
4/12/16,Ronda Rousey,Women's Bantamweight,2
4/12/16,Cat Zingano,Women's Bantamweight,3
4/12/16,Amanda Nunes,Women's Bantamweight,4
4/12/16,Julianna Pena,Women's Bantamweight,5
4/12/16,Sara McMann,Women's Bantamweight,6
4/12/16,Jessica Eye,Women's Bantamweight,7
4/12/16,Bethe Correia,Women's Bantamweight,8
4/12/16,Liz Carmouche,Women's Bantamweight,9
4/12/16,Valentina Shevchenko,Women's Bantamweight,10
4/12/16,Raquel Pennington,Women's Bantamweight,11
4/12/16,Germaine de Randamie,Women's Bantamweight,12
4/12/16,Lauren Murphy,Women's Bantamweight,13
4/12/16,Marion Reneau,Women's Bantamweight,14
4/12/16,Ashlee Evans-Smith,Women's Bantamweight,15
4/18/16,Jon Jones,Pound-for-Pound,1
4/18/16,Demetrious Johnson,Pound-for-Pound,2
4/18/16,Luke Rockhold,Pound-for-Pound,3
4/18/16,Fabricio Werdum,Pound-for-Pound,4
4/18/16,Dominick Cruz,Pound-for-Pound,5
4/18/16,Rafael Dos Anjos,Pound-for-Pound,6
4/18/16,Robbie Lawler,Pound-for-Pound,7
4/18/16,Conor McGregor,Pound-for-Pound,8
4/18/16,Daniel Cormier,Pound-for-Pound,9
4/18/16,Jose Aldo,Pound-for-Pound,10
4/18/16,Chris Weidman,Pound-for-Pound,11
