Event_ID,Fight_ID,Date,B_ID,B_Name,B_HomeTown,B_Location,B_Age,B_Weight,R_ID,R_Name,R_HomeTown,R_Location,R_Age,R_Weight,WinningColor,Winby
679,4885,8/25/14,1001,Cung Le,Saigon Vietnam,"San Jose, California USA",46.0,84.0,368,Michael Bisping,Manchester England,Manchester England,39.0,84.0,red,KO/TKO
679,4886,8/25/14,455,Dong Hyun Kim,Suwon South Korea,Busan South Korea,36.0,77.0,1386,Tyron Woodley,"St. Louis, Missouri United States","St. Louis, Missouri United States",36.0,77.0,red,KO/TKO
679,4913,8/10/16,2181,Jianping Yang,"Hanshou Town, Changde City Hunan Province China","Hanshou Town, Changde City Hunan Province China",29.0,65.0,2182,Ning Guangyou,"Cangzhou, Hebei province P.R. China",Beijing China,36.0,61.0,red,DEC
679,4963,8/25/14,2295,Brendan O'Reilly,Melbourne Australia,Brisbane Australia,31.0,77.0,2179,Lipeng Zhang,,,,,red,DEC
679,4964,8/25/14,2156,Danny Mitchell,Doncaster England,Doncaster England,32.0,77.0,2180,Sai Wang,Shandong China,Beijing China,32.0,77.0,red,DEC
679,4965,8/25/14,2310,Shinsho Anzai,Saitama Japan,Tokyo Japan,32.0,77.0,2186,Alberto Mina,"Campina Grande, Paraiba Brazil","Los Angeles, CA",36.0,77.0,red,KO/TKO
679,4966,8/25/14,2296,Yuta Sasaki,Shizuoka Japan,Shizuoka Japan,29.0,56.0,1912,Roland Delorme,"Winnipeg, Manitoba Canada","Winnipeg, Manitoba Canada",34.0,61.0,blue,SUB
679,4967,12/23/14,2297,Colby Covington,"Clovis, California United States","Fort Lauderdale, Florida United States",30.0,77.0,2188,An Ying Wang,Inner Mongolia China,Xi'an China,27.0,77.0,blue,SUB
679,4968,8/25/14,2235,Milana Dudieva,Alagir Russia,Alagir Russia,29.0,61.0,2260,Elizabeth Phillips,"Spokane, WA USA","Spokane, WA USA",32.0,61.0,blue,DEC
679,4969,8/25/14,2147,Royston Wee,Singapore,Singapore,31.0,61.0,2298,Yao Zhikui,,,,,blue,DEC
680,4830,9/22/14,1015,Roy Nelson,"Las Vegas, Nevada United States","Las Vegas, Nevada United States",42.0,119.0,735,Mark Hunt,South Auckland New Zealand,Sydney Australia,44.0,120.0,red,KO/TKO
680,4924,9/22/14,2278,Rin Nakai,Ehime Japan,Ehime Japan,31.0,61.0,1317,Miesha Tate,"Tacoma, Washington United States","Las Vegas, Nevada United States",32.0,61.0,red,DEC
680,4925,9/22/14,2143,Jon Delos Reyes,Tamuning Guam,Tamuning Guam,31.0,56.0,2103,Kyoji Horiguchi,Gunma Japan,"Coconut Creek, Florida USA",27.0,56.0,red,KO/TKO
680,4997,9/22/14,721,Takanori Gomi,Kanagawa Japan,Tokyo Japan,40.0,70.0,1974,Myles Jury,"Hazel Park, Michigan United States","San Diego, California United States",29.0,65.0,red,KO/TKO
680,4998,10/8/15,416,Amir Sadollah,"Brooklyn, New York USA","Richmond, VA USA",38.0,77.0,914,Yoshihiro Akiyama,Osaka Japan,,43.0,77.0,red,DEC
680,4999,9/22/14,1179,Masanori Kanehara,"Musashimurayama, Tokyo Japan",Japan,35.0,61.0,1755,Alex Caceres,"Miami, Florida United States","Miami, Florida United States",30.0,65.0,blue,DEC
680,5000,9/22/14,2228,Richard Walsh,"North Shore, Sydney  Australia","North Shore , Sydney Australia",29.0,77.0,2131,Kiichi Kunimoto,Osaka Japan,Osaka Japan,37.0,77.0,red,DEC
680,5002,9/22/14,2171,Takenori Sato,Akita Japan,Tokyo Japan,33.0,77.0,2020,Hyun Gyu Lim,Seoul South Korea,Seoul South Korea,33.0,77.0,red,KO/TKO
680,5003,9/22/14,2018,Kyung Ho Kang,Busan South Korea,Busan South Korea,31.0,61.0,2210,Michinori Tanaka,Kanagawa Japan,Kanagawa Japan,28.0,61.0,blue,DEC
680,5004,9/22/14,2262,Johnny Case,"Jefferson, Iowa United States","Jefferson, Iowa United States",29.0,70.0,2044,Kazuki Tokudome,Tokyo Japan,Tokyo Japan,31.0,70.0,blue,SUB
680,5005,3/10/16,2254,Dan Hooker,Auckland New Zealand,Auckland New Zealand,28.0,70.0,1864,Maximo Blanco,Caracas Venezuela,Tokyo Japan,34.0,65.0,red,DEC
681,4859,8/18/14,2152,Zach Makovsky,"Bethlehem, Pennsylvania USA","Philadelphia, Pennsylvania USA",35.0,56.0,2011,Jussier Formiga,Rio Grande do Norte Brazil,Natal Brazil,33.0,56.0,red,DEC
681,4876,8/18/14,2291,Alan Jouban,"Lafayette, Louisiana United States","Los Angeles, California United States",36.0,77.0,1547,Seth Baczynski,"Kauai, Hawaii USA","Apache Junction, Arizona USA",36.0,77.0,blue,KO/TKO
681,4896,8/18/14,2194,Jack May,"Santa Clara, CA USA","Fullerton, CA USA",37.0,115.0,1850,Shawn Jordan,"El Paso, Texas USA","Baton Rouge, Louisiana USA",33.0,118.0,red,KO/TKO
681,4897,8/18/14,1546,Brad Tavares,"Kailua, Hawaii United States","Las Vegas, Nevada United States",30.0,84.0,435,Tim Boetsch,"Lincolnville, Maine United States","Sunbury, Pennsylvania United States",37.0,84.0,red,KO/TKO
681,4902,8/18/14,2264,Sam Alvey,"Milwaukee, Wisconsin United States","Temecula, California United States",32.0,93.0,2005,Tom Watson,Southampton England,Southampton England,36.0,84.0,red,DEC
681,4905,8/18/14,1499,Ovince Saint Preux,"Immokalee, Florida United States","Knoxville, Tennessee United States",35.0,93.0,503,Ryan Bader,"Reno, Nevada USA","Tempe, Arizona USA",35.0,93.0,red,DEC
681,4921,8/18/14,1791,Robert Peralta,"San Diego, California USA","Escondido, California USA",32.0,65.0,533,Thiago Tavares,Florianopolis Brazil,Florianopolis Brazil,33.0,65.0,red,SUB
681,4935,8/18/14,875,Ross Pearson,Sunderland England,Sunderland England,34.0,70.0,374,Gray Maynard,"Phoenix, Arizona United States","Las Vegas, Nevada United States",39.0,65.0,blue,KO/TKO
681,4957,8/18/14,2293,Lauren Murphy,"Anchorage, Alaska United States","Glendale, Arizona United States",35.0,56.0,2022,Sara McMann,"Takoma Park, Maryland United States","Sacramento, California United States",38.0,61.0,red,DEC
681,4991,12/20/14,2304,Frankie Saenz,"Phoenix, Arizona United States","Scottsdale, Arizona United States",38.0,61.0,2303,Nolan Ticman,"Palm Springs, California USA","Huntington Beach, California USA",30.0,56.0,blue,DEC
682,4898,8/25/14,2311,Joby Sanchez,"Albuquerque, New Mexico United States","Alburquerque, New Mexico United States",27.0,56.0,2095,Wilson Reis,"Januaria, Minas Gerais Brazil","San Diego, California United States",33.0,56.0,red,DEC
682,4899,8/25/14,1867,Jordan Mein,"Lethbridge, Alberta Canada","Lethbridge, Alberta Canada",28.0,77.0,870,Mike Pyle,"Dresden, Tennessee United States","Las Vegas, Nevada United States",43.0,77.0,blue,KO/TKO
682,4900,8/25/14,2123,Tom Niinimaki,Turku Finland,Turku Finland,36.0,65.0,2214,Chas Skelly,"Azle, Texas Untied States","Arlington, Texas United States",33.0,65.0,red,SUB
682,4903,8/25/14,532,Rafael dos Anjos,Rio de Janeiro Brazil,Rio de Janeiro Brazil,33.0,77.0,1066,Benson Henderson,"Colorado Springs, Colorado USA","Glendale, Arizona USA",34.0,77.0,blue,KO/TKO
682,4922,8/25/14,2312,Clay Collard,"Payson, Utah USA","Castle Dale, Utah USA",25.0,65.0,1936,Max Holloway,"Oahu, Hawaii United States","Waianae, Hawaii United States",26.0,65.0,red,KO/TKO
682,4923,8/25/14,2232,Matt Hobar,"Dallas, TX USA","Dallas, TX USA",31.0,61.0,2237,Aaron Phillips,"Houston, TX USA","Lafayette, LA USA",29.0,65.0,blue,DEC
682,4931,8/25/14,449,Thales Leites,Rio de Janeiro Brazil,Rio de Janeiro Brazil,37.0,84.0,1883,Francis Carmont,Paris France,"Montreal, Quebec Canada",36.0,84.0,blue,KO/TKO
682,4934,8/25/14,2261,Valmir Lazaro,"Salvador, Bahia Brazil",Rio de Janeiro Brazil,33.0,70.0,1984,James Vick,"Olney, Texas United States","Fort Worth, Texas United States",31.0,70.0,red,DEC
682,4953,8/25/14,2130,Alex Garcia,Santiago Dominican Republic,"Montreal, Quebec Canada",31.0,77.0,2047,Neil Magny,"Brooklyn, New York United States","Denver, Colorado United States",31.0,77.0,red,DEC
682,4996,8/25/14,2307,Chris Heatherly,"Cahokia, IL USA","Cahokia, IL USA",30.0,77.0,502,Ben Saunders,"Fort Lauderdale, Florida United States","Orlando, Florida United States",35.0,77.0,red,SUB
683,4904,9/8/14,1985,Michael Chiesa,"Aurora, Colorado United States","Spokane Valley, Washington United States",30.0,70.0,524,Joe Lauzon,"Brockton, Massachusetts United States","Bridgewater, Massachusetts United States",34.0,70.0,red,KO/TKO
683,4912,9/8/14,786,Gegard Mousasi,Tehran Iran,"Leiden, Holland The Netherlands",33.0,84.0,896,Jacare Souza,Espiritos Santos Brazil,Rio de Janeiro Brazil,38.0,84.0,red,SUB
683,4918,9/8/14,2214,Chas Skelly,"Azle, Texas Untied States","Arlington, Texas United States",33.0,65.0,2153,Sean Soriano,"Providence, Rhode Island USA","Boca Raton, Florida USA",29.0,65.0,blue,DEC
683,4936,11/24/17,969,Ben Rothwell,"Kenosha, Wisconsin USA","Kenosha, Wisconsin USA",36.0,120.0,808,Alistair Overeem,Hounslow England,Amsterdam The Netherlands,38.0,120.0,blue,KO/TKO
683,4937,9/8/14,2082,Derrick Lewis,"New Orleans, Louisiana United States","Houston, Texas United States",33.0,118.0,1163,Matt Mitrione,"Bloomington, Illinois USA","Indianapolis, Indiana USA",40.0,120.0,red,KO/TKO
683,4943,9/8/14,2318,Tateki Matsuda,Tokyo Japan,"Somerville, Massachusetts USA",32.0,56.0,2220,Chris Beal,"Ventura, California USA","Ventura, California USA",33.0,61.0,red,DEC
683,4944,9/8/14,1550,Chris Camozzi,"Alameda, California United States","Lakewood, Colorado United States",31.0,84.0,1594,Rafael Natal,Belo Horizonte Brazil,"New York City, New York United States",35.0,84.0,red,DEC
683,4945,9/16/14,1367,Rodrigo Damm,"Afonso Claudio, Espirito Santo Brazil","Vila Velha, Espirito Santo Brazil",38.0,70.0,1983,Al Iaquinta,"Wantagh, New York United States","Wantagh, New York United States",31.0,70.0,red,KO/TKO
683,4986,9/8/14,2126,Justin Scoggins,"Spartanburg, South Carolina United States","Spartanburg, South Carolina United States",26.0,61.0,2007,John Moraga,"Phoenix, Arizona United States","Phoenix, Arizona United States",34.0,56.0,red,SUB
684,4891,9/29/14,1051,Takeya Mizugaki,Ibaraki Japan,Kanagawa Japan,34.0,61.0,1057,Dominick Cruz,"San Diego, California USA","San Diego, California USA",33.0,61.0,red,KO/TKO
684,4939,9/29/14,1719,Amanda Nunes,"Salvador, Bahia Brazil","Miami, Florida United States",30.0,61.0,2017,Cat Zingano,,,,,red,KO/TKO
684,4951,9/29/14,1209,Brian Ebersole,"La Porte, Indiana USA","Chicago, Illinois USA",37.0,77.0,646,John Howard,"Boston, Massachusetts USA","Boston, Massachusetts USA",35.0,77.0,blue,DEC
684,4952,9/29/14,1944,Stephen Thompson,"Simpsonville, South Carolina United States","Simpsonville, South Carolina United States",35.0,77.0,405,Patrick Cote,"Rimouski, Quebec Canada","Montreal, Quebec Canada",38.0,77.0,blue,DEC
684,4955,9/29/14,1253,Chris Cariaso,"San Jose, California USA","Tucson, Arizona USA",37.0,56.0,1495,Demetrious Johnson,"Madisonville, Kentucky United States","Parkland, Washington United States",32.0,56.0,red,SUB
684,4959,9/29/14,2057,Conor McGregor,Dublin Ireland,Dublin Ireland,30.0,70.0,1595,Dustin Poirier,"Lafayette, Louisiana United States","Coconut Creek, Florida United States",29.0,70.0,blue,KO/TKO
684,4982,5/5/16,2157,Kevin Lee,"Detroit, Michigan United States","Las Vegas, Nevada United States",26.0,70.0,2019,Jon Tuck,"Spokane, Washington United States",Hagatna Guam,34.0,70.0,blue,DEC
684,4983,9/29/14,1096,James Krause,"Newport News, Virginia USA","Lee's Summit, Missouri USA",32.0,70.0,1272,Jorge Masvidal,"Miami, Florida United States","Miami, Florida United States",33.0,77.0,red,DEC
684,4988,9/29/14,2192,Cody Gibson,"Blackwell, Oklahoma USA","Visalia, California USA",31.0,61.0,438,Manvel Gamburyan,Leninakan Armenia,"Hollywood, CA USA",37.0,61.0,red,SUB
684,5008,9/29/14,890,Eddie Alvarez,"Philadelphia, Pennsylvania United States","Philadelphia, Pennsylvania  United States",34.0,70.0,1076,Donald Cerrone,"Denver, Colorado United States","Albuquerque, New Mexico United States",35.0,77.0,red,DEC
685,4946,9/15/14,542,Efrain Escudero,"San Luis Rio Colorado, Sonora Mexico","Tempe, Arizona USA",32.0,70.0,2078,Leonardo Santos,Rio de Janeiro Brazil,"Campos, Rio de Janeiro Brazil",38.0,70.0,red,
685,4947,11/30/15,2319,Wendell Oliveira,Rio de Janeiro Brazil,Rio de Janeiro Brazil,35.0,77.0,2107,Santiago Ponzinibbio,La Plata Argentina,"Coconut Creek, Florida United States",32.0,77.0,red,KO/TKO
685,4948,9/15/14,2053,Sean Spencer,"Bluefield, Virginia USA","Dallas, Texas USA",31.0,77.0,651,Paulo Thiago,Brasilia Brazil,Brasilia Brazil,37.0,77.0,blue,DEC
685,4949,9/15/14,2174,George Sullivan,"Red Bank, New Jersey United States","Belmar, New Jersey United States",37.0,77.0,2100,Igor Araujo,Brasilia Brazil,"Albuquerque, NM USA",37.0,77.0,blue,KO/TKO
685,4954,7/2/17,2320,Larissa Pacheco,"Belem, Para Brazil","Marituba, Para Brazil",24.0,61.0,2079,Jessica Andrade,"Umuarama, Parana Brazil","Niteroi, Rio de Janeiro Brazil",27.0,52.0,red,SUB
685,4958,9/15/14,367,Andrei Arlovski,Minsk Belarus,"Chicago, Illinois United States",39.0,109.0,1431,Bigfoot Silva,Brasilia Brazil,"Coconut Creek, Florida USA",39.0,119.0,blue,KO/TKO
685,4961,9/14/14,1910,Johnny Bedford,"Oregon, Ohio USA","Colleyville, TX USA",35.0,61.0,1044,Rani Yahya,Brasilia Brazil,Brasilia Brazil,34.0,61.0,red,SUB
685,4971,9/15/14,2259,Dashon Johnson,"Fontana, CA USA","Escondido, CA USA",30.0,65.0,1993,Godofredo Pepey,"Fortaleza, Ceara Brazil","Fortaleza, Ceara Brazil",31.0,65.0,red,SUB
685,4973,9/15/14,2089,Piotr Hallmann,Gdynia Poland,Gdynia Poland,31.0,70.0,514,Gleison Tibau,Rio Grande Norte Brazil,"Coconut Creek, Florida United States",35.0,70.0,red,DEC
685,4981,9/15/14,2164,Russell Doane,"Honolulu, Hawaii United States","Honolulu, Hawaii United States",32.0,61.0,1706,Iuri Alcantara,Marajo Brazil,"Soure, Para Brazil",38.0,61.0,red,DEC
686,4962,10/29/14,2200,Alexander Yakovlev,Great Novgorod Russia,"Fairfield, New Jersey USA",34.0,77.0,2124,Nico Musoke,"Botkyrka, Stockholm Sweden",Stockholm Sweden,32.0,77.0,red,DEC
686,4976,10/6/14,2035,Mike Wilkinson,"Leigh, Lancashire England","Leigh, Lancashire England",31.0,65.0,2242,Niklas Backstrom,"Ornaset, Lulea Sweden",Stockholm Sweden,29.0,65.0,blue,KO/TKO
686,4977,10/6/14,2184,Ernest Chavez,"Brawley, CA USA","Orange County, CA USA",35.0,70.0,2154,Zubaira Tukhugov,"Grozny, Chechen Republic Russia","Grozny, Chechen Republic Russia",27.0,65.0,red,KO/TKO
686,4978,11/11/14,2330,Charles Rosa,"Peabody, Massachusetts United States","Coconut Creek, Florida United States",32.0,65.0,366,Dennis Siver,Omsk Russia,Mannheim Germany,39.0,65.0,red,DEC
686,4979,10/6/14,2300,Jan Blachowicz,Cieszyn Poland,Warsaw Poland,35.0,93.0,2060,Ilir Latifi,Malmo Sweden,Malmo Sweden,35.0,93.0,blue,KO/TKO
686,4984,4/5/16,2301,Marcin Bandel,Pabianice Poland,Lodz Poland,28.0,70.0,2144,Mairbek Taisumov,"Grozny, Chechen Republic Russia",Vienna Austria,30.0,70.0,red,KO/TKO
686,4985,11/11/14,2302,Scott Askham,Yorkshire England,"Doncaster, Yorkshire England",30.0,84.0,1938,Magnus Cedenblad,Stockholm Sweden,Stockholm Sweden,36.0,84.0,red,DEC
686,4990,7/18/15,669,Rick Story,"Tacoma, WA USA","Vancouver, Washington USA",34.0,77.0,2015,Gunnar Nelson,Reykjavik Iceland,Reykjavik Iceland,30.0,77.0,blue,DEC
686,4992,10/6/14,1936,Max Holloway,"Oahu, Hawaii United States","Waianae, Hawaii United States",26.0,65.0,1954,Akira Corassani,Lund Sweden,"Brooklyn, New York USA",36.0,65.0,blue,KO/TKO
686,4993,11/11/14,2160,Gasan Umalatov,"Zinzeli, Astrakhan Oblast Russia","Zinzeli, Astrakhan Oblast Russia",36.0,77.0,2269,Cathal Pendred,Dublin Ireland,Dublin Ireland,31.0,77.0,red,DEC
686,4994,10/4/14,2122,Krzysztof Jotko,Orneta Poland,Orneta Poland,29.0,84.0,2058,Tor Troeng,Umea Sweden,Umea Sweden,35.0,84.0,blue,DEC
687,4974,10/27/14,1484,Chad Mendes,"Hanford, California USA","Sacramento, California USA",33.0,65.0,1052,Jose Aldo,Manaus Brazil,Rio de Janeiro Brazil,32.0,65.0,red,DEC
687,4989,10/27/14,1189,Phil Davis,"Harrisburg, Pennsylvania USA","San Diego, California USA",34.0,93.0,1968,Glover Teixeira,"Sobralia, Minas Gerais Brazil","Danbury, Connecticut United States",38.0,93.0,blue,DEC
687,5023,10/27/14,2095,Wilson Reis,"Januaria, Minas Gerais Brazil","San Diego, California United States",33.0,56.0,1034,Scott Jorgensen,"Payson, UT USA","Boise, ID USA",36.0,61.0,blue,SUB
687,5024,10/27/14,2199,Hans Stringer,Rhenen The Netherlands,Rhen Netherlands,31.0,93.0,1663,Fabio Maldonado,"Sorocaba, Sao Paolo Brazil","Florianopolis, Santa Catarina Brazil",38.0,93.0,red,KO/TKO
687,5027,10/27/14,2168,Beneil Dariush,Goetapeh Iran,"Yorba Linda, California United States",29.0,70.0,2208,Diego Ferreira,"Careiro da Várzea, Amazonas Brazil","Pharr, Texas USA",33.0,70.0,blue,DEC
687,5028,10/27/14,2047,Neil Magny,"Brooklyn, New York United States","Denver, Colorado United States",31.0,77.0,2077,William Patolino,Rio de Janeiro Brazil,Rio de Janeiro Brazil,27.0,77.0,blue,KO/TKO
687,5029,10/27/14,460,Naoyuki Kotani,Kanagawa Japan,Kanagawa Japan,36.0,70.0,1871,Yan Cabral,"Muriae, Minas Gerais Brazil",Barcelona Spain,35.0,70.0,red,SUB
687,5045,10/27/14,2048,Lucas Martins,Minas Gerais Brazil,Minas Gerais Brazil,29.0,65.0,1486,Darren Elkins,"Portage, Indiana United States","Portage, Indiana United States",34.0,65.0,red,DEC
687,5046,10/27/14,2322,Christos Giagos,"Azusa, California United States of America","Hawthorne, California United States",28.0,70.0,2288,Gilbert Burns,"Niteroi, Rio de Janeiro Brasil","Boca Raton, Florida USA",32.0,70.0,red,SUB
687,5077,10/27/14,2159,Tony Martin,"Palos Heights, Illinois United States","Boston, Massachusetts United States",28.0,70.0,1146,Fabricio Camoes,Rio de Janeiro Brazil,"San Diego, CA USA",39.0,70.0,blue,SUB
688,4930,10/6/14,1184,Bryan Caraway,"Goldendale, Washington United States","Las Vegas, Nevada United States",34.0,61.0,1039,Raphael Assuncao,Recife Brazil,"Alpharetta, Georgia  United States",36.0,61.0,red,DEC
688,4975,10/6/14,942,Tarec Saffiedine,Brussels Belgium,Brussels Belgium,32.0,77.0,1176,Rory MacDonald,"Quesnel, B.C. Canada","Montreal, Quebec Canada",29.0,77.0,red,KO/TKO
688,4995,10/6/14,2121,Bruno Santos,Bahia Brazil,Bahia Brazil,31.0,84.0,2224,Elias Theodorou,"Toronto, Ontario Canada","Toronto, Ontario Canada",30.0,84.0,red,DEC
688,5006,7/8/16,2206,Li Jingliang,Xinjiang China,Beijing China,30.0,77.0,2227,Nordine Taleb,St. Tropez France,"Montreal, Quebec Canada",37.0,77.0,red,DEC
688,5014,10/6/14,2185,Yosdenis Cedeno,Havana Cuba,"Miami, FL USA",33.0,70.0,2222,Chad Laprise,"Chatham, Ontario Canada","Chatham, Ontario Canada",32.0,77.0,red,DEC
688,5015,10/7/15,2331,Roman Salazar,"Tucson, Arizona USA","Scottsdale, Arizona USA",30.0,61.0,1935,Mitch Gagnon,"Sturgeon Falls, Ontario Canada","Sudbury, Ontario Canada",33.0,61.0,red,SUB
688,5016,7/24/18,2239,Jake Lindsey,"Manhattan, Kansas USA","Manhattan, Kansas USA",32.0,70.0,2223,Olivier Aubin-Mercier,"Montreal, Quebec Canada","Montreal, Quebec Canada",29.0,70.0,red,SUB
688,5017,10/6/14,2316,Paul Felder,"Philadelphia, Pennsylvania United States","Philadelphia, Pennsylvania United States",34.0,70.0,2243,Jason Saggo,Toronto Canada,"Charlottetown, Prince Edward Island Canada",32.0,70.0,blue,DEC
688,5018,10/6/14,2276,Jerrod Sanders,"El Reno, OK USA","Oklahoma City, OK USA",39.0,61.0,2191,Pedro Munhoz,Sao Paulo Brazil,Sao Paulo Brazil,32.0,61.0,no contest,SUB
688,5021,10/6/14,2332,Chris Kelades,"Dallas, TX USA","Cole Harbour, Nova Scotia Canada",37.0,56.0,2274,Patrick Holohan,Dublin Ireland,"Tallaght, Dublin Ireland",30.0,56.0,blue,DEC
688,5026,10/6/14,1080,Anthony Njokuani,Enugu Nigeria,"Las Vegas, Nevada USA",38.0,70.0,1976,Daron Cruickshank,"Wayne, Michigan USA","Detroit, Michigan USA",33.0,70.0,red,DEC
689,4980,11/17/14,735,Mark Hunt,South Auckland New Zealand,Sydney Australia,44.0,120.0,308,Fabricio Werdum,Porto Alegre Brazil,"Los Angeles, California United States",41.0,104.0,red,KO/TKO
689,5010,11/17/14,2070,Kelvin Gastelum,"San Jose, California United States","Yuma, Arizona United States",26.0,84.0,965,Jake Ellenberger,"Omaha, Nebraska United States","Lake Forest, California United States",33.0,77.0,blue,SUB
689,5012,11/17/14,1907,Dennis Bermudez,"Saugerties, New York United States","Lindenhurst, New York United States",31.0,65.0,1054,Ricardo Lamas,"Chicago, Illinois United States","Chicago, Illinois United States",36.0,65.0,red,SUB
689,5080,11/17/14,2333,Hector Urbina,Monterrey Mexico,"Muncie, Indiana USA",31.0,77.0,878,Edgar Garcia,"San Luis Rio Colorado, Sonora Mexico","Yuma, Arizona USA",34.0,77.0,blue,SUB
689,5081,11/17/14,2221,Leslie Smith,"Santa Ana, California United States","Pleasant Hill, California United States",36.0,61.0,2099,Jessica Eye,"Barberton, Ohio United States","Cleveland, Ohio United States",32.0,56.0,red,KO/TKO
689,5092,11/17/14,2307,Chris Heatherly,"Cahokia, IL USA","Cahokia, IL USA",30.0,77.0,2334,Augusto Montano,"Mexico City, Distrito Federal Mexico","Mexico City, Distrito Federak Mexico",33.0,77.0,red,KO/TKO
689,5123,7/7/18,2355,Jose Quinonez,"Tlaltenango, Zacatecas Mexico","San Diego, California United States ",28.0,61.0,2354,Alejandro Perez,Estado de Mexico Mexico,"San Jose, California United States ",29.0,61.0,red,DEC
689,5124,11/17/14,2357,Guido Cannetti,"San Antonio de Padua, Buenos Aires Argentina","San Antonio de Padua, Buenos Aires Argentina",38.0,61.0,2356,Henry Briones,"Tijuana, Baja California Mexico","Tijuana, Baja California Mexico",37.0,61.0,red,SUB
689,5125,11/19/15,2359,Marlon Vera,"Chone, Manabi Ecuador","Chone, Manabi Ecuador",25.0,61.0,2358,Marco Beltran,Mexico City Mexico,Mexico City Mexico,32.0,56.0,red,DEC
689,5129,22/07/2018,2361,Humberto Brown Morrison,Panama City PAN,Panama City PAN,33.0,65.0,2360,Gabriel Benitez,"Tijuana, Baja California Mexico","Tijuana, Baja California Mexico",30.0,65.0,red,SUB
689,5130,11/17/14,2363,Leonardo Morales,Managua Nicaragua,"Los Angeles, California USA",25.0,61.0,2362,Yair Rodriguez,"Parral, Chihuahua Mexico","Chicago, Illinois United States",26.0,65.0,red,DEC
690,5044,12/8/14,1161,Brendan Schaub,"Aurora, Colorado USA","Los Angeles, California USA",35.0,111.0,1515,Travis Browne,"Honolulu, Hawaii United States","San Diego, California United States",36.0,115.0,red,KO/TKO
690,5047,12/8/14,778,Gilbert Melendez,"Santa Ana, California United States","San Francisco, California United States",36.0,70.0,1069,Anthony Pettis,"Milwaukee, Wisconsin United States","Milwaukee, Wisconsin United States",31.0,70.0,red,SUB
690,5052,6/22/17,2370,Justin Jones,,"San Diego, California United States",38.0,84.0,2281,Corey Anderson,"Rockton, Illinois United States","Robbinsville, New Jersey United States",29.0,93.0,red,DEC
690,5056,12/8/14,471,Robbie Lawler,"San Diego, California United States ","Coconut Creek, Florida United States ",36.0,77.0,947,Johny Hendricks,"Ada, Oklahoma United States","Fort Worth, Texas United States",35.0,84.0,blue,DEC
690,5065,12/8/14,2066,Josh Samman,"Orlando, Florida USA","Tallahassee, Florida USA",30.0,84.0,2286,Eddie Gordon,"Montego Bay, Jamaica West Indies","Uniondale, New York USA",35.0,84.0,blue,KO/TKO
690,5066,12/8/14,2215,Anthony Hamilton,"Kent, Washington United States","Albuquerque, New Mexico United States",38.0,118.0,970,Todd Duffee,"Evansville, Indiana USA","Boca Raton, Florida USA",32.0,118.0,red,KO/TKO
690,5094,12/8/14,2368,Ashlee Evans-Smith,"Ukiah, California United States","Santa Ana, California United States",31.0,56.0,2150,Raquel Pennington,"Colorado Springs, Colorado United States","Colorado Spring, Colorado United States",30.0,61.0,red,SUB
690,5095,12/8/14,2232,Matt Hobar,"Dallas, TX USA","Dallas, TX USA",31.0,61.0,2118,Sergio Pettis,"Milwaukee, Wisconsin United States","Milwaukee, Wisconsin United States",25.0,56.0,red,DEC
690,5098,12/8/14,1689,Francisco Rivera,"Whittier, California USA","Buena Park, California USA",37.0,61.0,959,Urijah Faber,"Isla Vista , California USA","Sacramento, California USA",39.0,61.0,red,SUB
690,5099,12/8/14,2312,Clay Collard,"Payson, Utah USA","Castle Dale, Utah USA",25.0,65.0,2216,Alex White,"Columbia, Missouri United States","Farmington, Missouri United States",29.0,70.0,blue,DEC
691,4906,1/5/15,1409,Daniel Cormier,"Lafayette, Louisiana United States","San Jose, California United States",39.0,106.0,549,Jon Jones,"Rochester, New York USA","Albuquerque, New Mexico USA",31.0,93.0,red,DEC
691,5087,2/13/17,407,Joshua Burkman,"Salt Lake City, Utah United States","Draper, Utah United States",38.0,77.0,768,Hector Lombard,Matanzas Cuba,"Matanzas, Cuba United States",40.0,84.0,no contest,DEC
691,5093,1/5/15,1367,Rodrigo Damm,"Afonso Claudio, Espirito Santo Brazil","Vila Velha, Espirito Santo Brazil",38.0,70.0,648,Evan Dunham,"Eugene, Oregon United States","Las Vegas, Nevada United States",36.0,70.0,red,DEC
691,5104,1/5/15,372,Nate Marquardt,"Lander, Wyoming United States","Denver, Colorado United States",39.0,84.0,1546,Brad Tavares,"Kailua, Hawaii United States","Las Vegas, Nevada United States",30.0,84.0,red,DEC
691,5106,1/5/15,1911,Louis Gaudinot,"Yonkers, New York USA","Hoboken, New Jersey USA",34.0,56.0,2103,Kyoji Horiguchi,Gunma Japan,"Coconut Creek, Florida USA",27.0,56.0,red,DEC
691,5107,3/29/16,2337,Jared Cannonier,"Dallas, Texas United States","Glendale, Arizona United States",34.0,93.0,1850,Shawn Jordan,"El Paso, Texas USA","Baton Rouge, Louisiana USA",33.0,118.0,red,KO/TKO
691,5109,1/5/15,2161,Mats Nilsson,Helsingborg Sweden,Copenhagen Denmark,34.0,77.0,2104,Omari Akhmedov,"Kizlyar, Dagestan Russia",Makhachkala Russia,30.0,84.0,red,DEC
