Event_ID,B_Name,R_Name,winner,winby,Fight_ID
746,Leandro Silva,Efrain Escudero,blue,DEC,5642
749,Gasan Umalatov,Viscardi Andrade,red,DEC,5677
753,Marcio Alexandre Junior,Court McGee,red,DEC,5695
753,Yancy Medeiros,John Makdessi,blue,DEC,5697
753,Kevin Lee,Leonardo Santos,red,KO/TKO,5698
753,Magomed Mustafaev,Joe Proctor,blue,KO/TKO,5711
753,Jeremy Stephens,Max Holloway,red,DEC,5729
753,Frankie Saenz,Urijah Faber,red,DEC,5730
753,Gunnar Nelson,Demian Maia,red,DEC,5757
753,Jocelyn Jones-Lybarger,Tecia Torres,red,DEC,5877
754,Carlos Condit,Robbie Lawler,red,DEC,5724
754,Drew Dober,Scott Holtzman,blue,DEC,5774
754,Andrei Arlovski,Stipe Miocic,red,KO/TKO,5826
754,Albert Tumenov,Lorenz Larkin,blue,DEC,5830
754,Joe Duffy,Dustin Poirier,red,DEC,5834
754,Nina Ansaroff,Justine Kish,red,DEC,5849
754,Masanori Kanehara,Michael McDonald,red,SUB,5856
754,Brian Ortega,Diego Brandao,blue,SUB,5861
754,Edgar Garcia,Sheldon Westcott,red,KO/TKO,5870
754,Tony Sims,Abel Trujillo,red,SUB,5873
754,Alex Morono,Kyle Noke,blue,DEC,5895
755,Jorge Masvidal,Benson Henderson,red,DEC,5707
755,Alberto Mina,Yoshihiro Akiyama,blue,DEC,5710
755,Sam Sicilia,Dooho Choi,red,KO/TKO,5725
755,Dong Hyun Kim,Dominique Steele,red,KO/TKO,5778
755,Mike de la Torre,Yui Chul Nam,blue,DEC,5779
755,Leo Kuntz,Tae Hyun Bang,red,DEC,5780
755,Jake Collier,Dongi Yang,red,KO/TKO,5781
755,Fredy Serrano,Yao Zhikui,blue,KO/TKO,5782
755,Marco Beltran,Ning Guangyou,blue,DEC,5783
755,Cortney Casey,Seohee Ham,red,DEC,5803
755,Dominic Waters,Dong Hyun Kim,red,KO/TKO,5865
756,Chad Mendes,Frankie Edgar,red,KO/TKO,5714
756,Tony Ferguson,Edson Barboza,blue,SUB,5715
756,Evan Dunham,Joe Lauzon,blue,DEC,5716
756,Mike Pierce,Ryan LaFlare,red,DEC,5717
756,Konstantin Erokhin,Gabriel Gonzaga,red,DEC,5890
756,Geane Herrera,Joby Sanchez,blue,KO/TKO,5891
756,Ryan Hall,Artem Lobov,blue,DEC,5896
756,Marcin Wrzosek,Julian Erosa,red,DEC,5897
756,Abner Lloveras,Chris Gruetzemacher,red,DEC,5898
758,Paige VanZant,Rose Namajunas,red,SUB,5762
758,Michael Chiesa,Jim Miller,blue,SUB,5763
758,Thiago Santos,Elias Theodorou,blue,DEC,5764
758,Kevin Casey,Antonio Carlos Junior,no contest,,5765
758,Sergio Moraes,Omari Akhmedov,blue,KO/TKO,5766
758,John Howard,Tim Means,red,KO/TKO,5767
758,Andreas Stahl,Santiago Ponzinibbio,red,KO/TKO,5768
758,Nathan Coy,Danny Roberts,red,SUB,5769
758,Phillipe Nover,Zubaira Tukhugov,red,DEC,5770
758,Emily Peters Kagan,Kailin Curran,red,SUB,5771
758,Cody Pfister,Sage Northcutt,red,SUB,5824
758,Johnny Eduardo,Aljamain Sterling,red,SUB,5833
759,Eddie Alvarez,Anthony Pettis,blue,DEC,5787
759,Matt Mitrione,Travis Browne,red,KO/TKO,5788
759,Ed Herman,Tim Boetsch,blue,KO/TKO,5789
759,Daron Cruickshank,Paul Felder,red,SUB,5831
759,Ben Saunders,Patrick Cote,red,KO/TKO,5832
759,Sean O'Connell,Ilir Latifi,red,KO/TKO,5835
759,Francisco Trinaldo,Ross Pearson,blue,DEC,5836
759,Kyle Bochniak,Charles Rosa,red,DEC,5850
759,Mehdi Baghdad,Chris Wade,red,SUB,5862
759,Elvis Mutapcic,Francimar Barroso,red,DEC,5894
759,Joey Gomez,Rob Font,red,KO/TKO,5930
759,Luke Sanders,Maximo Blanco,blue,SUB,5932
761,Ryan Bader,Anthony Johnson,red,KO/TKO,5851
761,Jake Ellenberger,Tarec Saffiedine,red,DEC,5852
761,Diego Ferreira,Olivier Aubin-Mercier,blue,DEC,5853
761,Alexander Yakovlev,George Sullivan,blue,KO/TKO,5854
761,Felipe Olivieri,Tony Martin,red,SUB,5855
761,Ben Rothwell,Josh Barnett,blue,SUB,5872
761,Bryan Barberena,Sage Northcutt,blue,SUB,5919
761,Levan Makashvili,Damon Jackson,draw,,5925
761,Jimmie Rivera,Iuri Alcantara,blue,DEC,5926
761,Kevin Casey,Rafael Natal,red,KO/TKO,5928
761,Wilson Reis,Dustin Ortiz,blue,DEC,5933
761,Randy Brown,Matt Dwyer,blue,DEC,5934
763,Michael Bisping,Anderson Silva,blue,DEC,5874
763,Makwan Amirkhani,Mike Wilkinson,blue,DEC,5875
763,Rustam Khabilov,Norman Parke,blue,DEC,5876
763,Keita Nakamura,Tom Breese,red,DEC,5892
763,Brad Pickett,Francisco Rivera,blue,DEC,5905
763,Marlon Vera,Davey Grant,red,DEC,5906
763,Yaotzin Meza,Arnold Allen,red,DEC,5907
763,Krzysztof Jotko,Bradley Scott,blue,DEC,5920
763,Chris Dempsey,Scott Askham,red,KO/TKO,5921
763,Thibault Gouti,Teemu Packalen,red,SUB,5923
763,Thales Leites,Gegard Mousasi,red,DEC,5929
763,Martin Svensson,David Teymur,red,KO/TKO,5996
764,Stephen Thompson,Johny Hendricks,blue,KO/TKO,5900
764,Jared Rosholt,Roy Nelson,red,DEC,5901
764,Damian Grabowski,Derrick Lewis,red,KO/TKO,5902
764,KJ Noons,Joshua Burkman,red,DEC,5903
764,Sean Spencer,Mike Pyle,red,KO/TKO,5904
764,Rafael Feijao,Ovince Saint Preux,red,DEC,5917
764,Alex White,Artem Lobov,blue,DEC,5935
764,Alex Nicholson,Misha Cirkunov,red,SUB,5936
764,Diego Rivas,Noad Lahat,blue,KO/TKO,5937
764,Zach Makovsky,Joseph Benavidez,red,DEC,5938
764,Justin Scoggins,Ray Borg,blue,DEC,5939
764,Mike Jackson,Mickey Gall,red,SUB,5961
765,Augusto Mendes,Cody Garbrandt,red,KO/TKO,5908
765,Kelly Faszholz,Lauren Murphy,red,KO/TKO,5909
765,Roan Carneiro,Derek Brunson,red,KO/TKO,5910
765,Shamil Abdurakhimov,Anthony Hamilton,blue,DEC,5913
765,Shane Campbell,James Krause,red,DEC,5914
765,Sean Strickland,Alex Garcia,blue,KO/TKO,5915
765,Leonardo Augusto Leleco,Anthony Smith,red,DEC,5916
765,Oluwale Bamgbose,Daniel Sarafian,blue,KO/TKO,5918
765,Alex Oliveira,Donald Cerrone,red,SUB,5931
765,Ashlee Evans-Smith,Marion Reneau,blue,DEC,5948
765,Tatsuya Kawajiri,Dennis Bermudez,red,DEC,5956
765,Nathan Coy,Jonavin Webb,blue,DEC,5968
766,Frank Mir,Mark Hunt,red,KO/TKO,5940
766,Neil Magny,Hector Lombard,blue,KO/TKO,5962
766,Steve Bosse,James Te Huna,blue,KO/TKO,5964
766,Alan Jouban,Brendan O'Reilly,blue,KO/TKO,5965
766,Antonio Carlos Junior,Daniel Kelly,red,KO/TKO,5966
766,Seohee Ham,Bec Rawlings,red,DEC,5970
766,Johnny Case,Jake Matthews,red,SUB,5971
766,Viscardi Andrade,Richard Walsh,blue,DEC,5972
766,Rin Nakai,Leslie Smith,red,DEC,5999
766,Mark Eddiva,Dan Hooker,red,SUB,6019
766,Damien Brown,Alan Patrick,red,DEC,6046
768,Miesha Tate,Holly Holm,blue,SUB,5958
768,Tom Lawlor,Corey Anderson,red,DEC,5959
768,Nordine Taleb,Erick Silva,blue,KO/TKO,5960
768,Chas Skelly,Darren Elkins,red,DEC,5963
768,Jim Miller,Diego Sanchez,red,DEC,5967
768,Valentina Shevchenko,Amanda Nunes,red,DEC,5974
768,Justin Salas,Jason Saggo,red,KO/TKO,5976
768,Teruto Ishihara,Julian Erosa,blue,KO/TKO,6000
768,Ilir Latifi,Gian Villante,blue,DEC,6001
768,Siyar Bahadurzada,Brandon Thatch,blue,SUB,6002
768,Marcelo Guimaraes,Vitor Miranda,red,KO/TKO,6015
768,Nate Diaz,Conor McGregor,blue,SUB,6016
769,Jan Blachowicz,Igor Pokrajac,blue,DEC,5977
769,Gabriel Gonzaga,Derrick Lewis,red,KO/TKO,5978
769,Curtis Blaydes,Francis Ngannou,red,KO/TKO,5980
769,Marcin Tybura,Tim Johnson,red,DEC,5994
769,Bojan Velickovic,Alessio Di Chirico,blue,DEC,5995
769,Zak Cummings,Nicolas Dalby,blue,DEC,6027
769,Damir Hadzovic,Mairbek Taisumov,red,KO/TKO,6028
769,Cristina Stanciu,Maryna Moroz,red,DEC,6029
769,Alejandro Perez,Ian Entwistle,blue,SUB,6030
769,Damian Stasiak,Filip Pejic,blue,SUB,6031
769,Lucas Martins,Rob Whiteford,blue,DEC,6032
769,Cyril Asker,Jared Cannonier,red,KO/TKO,6033
770,Vitor Belfort,Jacare Souza,red,KO/TKO,5981
770,Matt Brown,Demian Maia,red,SUB,5982
770,Bryan Barberena,Warlley Alves,blue,DEC,6008
770,Patrick Cummins,Rogerio Nogueira,red,KO/TKO,6009
770,Stipe Miocic,Fabricio Werdum,blue,KO/TKO,6034
770,Yancy Medeiros,Francisco Trinaldo,red,DEC,6041
770,Nate Marquardt,Thiago Santos,red,KO/TKO,6042
770,Zubaira Tukhugov,Renato Moicano,red,DEC,6048
770,Corey Anderson,Mauricio Rua,red,DEC,6049
770,Rob Font,John Lineker,red,DEC,6066
770,Leslie Smith,Cris Cyborg,red,KO/TKO,6070
771,Rashad Evans,Glover Teixeira,red,KO/TKO,5984
771,Tecia Torres,Rose Namajunas,red,DEC,5986
771,Michael Chiesa,Beneil Dariush,blue,SUB,5987
771,Raquel Pennington,Bethe Correia,blue,DEC,5988
771,Hacran Dias,Cub Swanson,red,DEC,5989
771,Santiago Ponzinibbio,Court McGee,blue,KO/TKO,6007
771,Cezar Ferreira,Oluwale Bamgbose,blue,DEC,6010
771,Manvel Gamburyan,John Dodson,red,KO/TKO,6017
771,Omari Akhmedov,Elizeu Zaleski dos Santos,red,KO/TKO,6039
771,Michael Graves,Randy Brown,blue,SUB,6040
771,Darrell Horcher,Khabib Nurmagomedov,red,KO/TKO,6097
772,Ovince Saint Preux,Jon Jones,red,DEC,5990
772,Henry Cejudo,Demetrious Johnson,red,KO/TKO,5991
772,Clint Hester,Marcos Rogerio de Lima,red,SUB,6003
772,Juliana Lima,Carla Esparza,red,DEC,6004
772,Andre Fili,Yair Rodriguez,red,KO/TKO,6005
772,James Vick,Glaico Franca,blue,DEC,6006
772,Edson Barboza,Anthony Pettis,blue,DEC,6012
772,Dominique Steele,Danny Roberts,red,DEC,6013
772,Kevin Lee,Efrain Escudero,blue,DEC,6014
772,Chris Kelades,Sergio Pettis,red,DEC,6064
772,Cody East,Walt Harris,red,KO/TKO,6096
773,Andrei Arlovski,Alistair Overeem,red,KO/TKO,6020
773,Stefan Struve,Antonio Silva,blue,KO/TKO,6021
773,Chris Wade,Rustam Khabilov,red,DEC,6022
773,Reza Madadi,Yan Cabral,blue,KO/TKO,6023
773,Garreth McLellan,Magnus Cedenblad,red,KO/TKO,6024
773,Dominic Waters,Leon Edwards,red,DEC,6025
773,Gunnar Nelson,Albert Tumenov,blue,SUB,6026
773,Josh Emmett,Jon Tuck,blue,DEC,6045
773,Anna Elmose,Germaine de Randamie,red,KO/TKO,6091
773,Francimar Barroso,Nikita Krylov,red,SUB,6092
773,Heather Jo Clark,Karolina Kowalkiewicz,red,DEC,6093
773,Willie Gates,Ulka Sasaki,red,SUB,6100
774,Michael Bisping,Luke Rockhold,blue,KO/TKO,6035
774,Urijah Faber,Dominick Cruz,red,DEC,6036
774,Bobby Green,Dustin Poirier,red,KO/TKO,6047
774,James Vick,Beneil Dariush,red,KO/TKO,6050
774,Elvis Mutapcic,Kevin Casey,draw,,6051
774,Henrique da Silva,Jonathan Wilson,blue,KO/TKO,6068
774,Dong Hyun Kim,Polo Reyes,red,KO/TKO,6069
774,Tom Breese,Sean Strickland,red,DEC,6078
774,Alex Caceres,Cole Miller,blue,DEC,6101
774,Clay Guida,Brian Ortega,red,KO/TKO,6102
774,Jessica Andrade,Jessica Penne,blue,KO/TKO,6103
774,Ricardo Lamas,Max Holloway,red,DEC,6107
774,Hector Lombard,Dan Henderson,red,KO/TKO,6108
775,Patrick Cote,Donald Cerrone,red,KO/TKO,6053
775,Sean O'Connell,Steve Bosse,red,DEC,6071
775,Sam Alvey,Elias Theodorou,red,DEC,6072
775,Leandro Silva,Jason Saggo,red,DEC,6073
775,Thibault Gouti,Olivier Aubin-Mercier,red,SUB,6074
775,Krzysztof Jotko,Tamdan McCrory,blue,KO/TKO,6075
775,Jonathan Meunier,Colby Covington,red,SUB,6076
775,Ion Cutelaba,Misha Cirkunov,red,SUB,6077
775,Jocelyn Jones-Lybarger,Randa Markos,red,DEC,6110
775,Joe Soto,Chris Beal,blue,SUB,6111
775,Joanne Calderwood,Valerie Letourneau,blue,KO/TKO,6133
775,Geane Herrera,Ali Bagautinov,red,DEC,6146
776,Claudia Gadelha,Joanna Jedrzejczyk,red,DEC,6038
776,Kevin Lee,Jake Matthews,blue,KO/TKO,6112
776,Andrew Holbrook,Joaquim Silva,red,KO/TKO,6116
776,Anthony Smith,Cezar Ferreira,red,DEC,6117
776,Anton Zafir,Li Jingliang,red,KO/TKO,6118
776,Fernando Bruno,Gray Maynard,red,DEC,6135
776,Matheus Nicolau,John Moraga,blue,DEC,6147
776,Will Brooks,Ross Pearson,blue,DEC,6170
776,Josh Stansbury,Cory Hendricks,blue,DEC,6198
776,Amanda Cooper,Tatiana Suarez,red,SUB,6199
776,Khalil Rountree,Andrew Sanchez,red,DEC,6200
777,Cody Garbrandt,Thomas Almeida,blue,KO/TKO,6054
777,Jeremy Stephens,Renan Barao,blue,DEC,6055
777,Vitor Miranda,Chris Camozzi,red,DEC,6056
777,Jordan Rinaldi,Abel Trujillo,red,DEC,6057
777,Rick Story,Tarec Saffiedine,blue,DEC,6058
777,Adam Milstead,Chris de la Rocha,blue,KO/TKO,6059
777,Alberto Uda,Jake Collier,red,KO/TKO,6060
777,Shane Campbell,Erik Koch,red,SUB,6061
777,Paul Felder,Joshua Burkman,blue,DEC,6062
777,Lorenz Larkin,Jorge Masvidal,blue,DEC,6063
777,Jessica Eye,Sara McMann,red,DEC,6067
778,Frankie Edgar,Jose Aldo,red,DEC,6081
778,Travis Browne,Cain Velasquez,red,KO/TKO,6082
778,Kelvin Gastelum,Johny Hendricks,blue,DEC,6083
778,Thiago Santos,Gegard Mousasi,red,KO/TKO,6084
778,Joe Lauzon,Diego Sanchez,blue,KO/TKO,6085
778,Enrique Marin,Sage Northcutt,red,DEC,6086
778,Takanori Gomi,Jim Miller,red,KO/TKO,6087
778,Amanda Nunes,Miesha Tate,blue,SUB,6095
778,Julianna Pena,Cat Zingano,blue,DEC,6099
778,Raphael Assuncao,TJ Dillashaw,red,DEC,6134
778,Mark Hunt,Brock Lesnar,no contest,DEC,6160
778,Anderson Silva,Daniel Cormier,red,DEC,6202
779,James Moontasri,Alex Oliveira,red,DEC,6088
779,Alexander Yakovlev,Kamaru Usman,red,DEC,6090
779,Dmitrii Smoliakov,Luis Henrique,red,SUB,6094
779,Gilbert Melendez,Edson Barboza,red,DEC,6128
779,Valentina Shevchenko,Holly Holm,blue,DEC,6130
779,Bojan Mihajlovic,Francis Ngannou,red,KO/TKO,6139
779,Eddie Wineland,Frankie Saenz,blue,KO/TKO,6140
779,Godofredo Pepey,Darren Elkins,red,DEC,6141
779,JC Cottrell,Michel Prazeres,red,DEC,6142
779,Jason Knight,Jim Alers,blue,DEC,6151
780,Eddie Alvarez,Rafael Dos Anjos,blue,KO/TKO,6104
780,Mitch Clarke,Joe Duffy,red,SUB,6114
780,Derrick Lewis,Roy Nelson,blue,DEC,6119
780,Dileno Lopes,Anthony Birchak,red,DEC,6120
780,Belal Muhammad,Alan Jouban,red,DEC,6122
780,Mehdi Baghdad,John Makdessi,red,DEC,6123
780,Alberto Mina,Mike Pyle,blue,KO/TKO,6124
780,Alvaro Herrera,Vicente Luque,red,SUB,6125
780,Lukasz Sajewski,Gilbert Burns,red,SUB,6126
780,Reginaldo Vieira,Marco Beltran,red,SUB,6127
780,Pedro Munhoz,Russell Doane,blue,SUB,6138
780,Jerrod Sanders,Felipe Arantes,red,SUB,6165
781,Cody Pfister,Scott Holtzman,red,DEC,6106
781,Keita Nakamura,Kyle Noke,blue,SUB,6109
781,Lando Vannata,Tony Ferguson,red,SUB,6132
781,John Lineker,Michael McDonald,blue,KO/TKO,6144
781,Daniel Omielanczuk,Aleksei Oleinik,blue,DEC,6166
781,Ben Nguyen,Louis Smolka,red,KO/TKO,6167
781,Alex Nicholson,Devin Clark,blue,KO/TKO,6168
781,Matthew Lopez,Rani Yahya,red,SUB,6169
781,Cristina Stanciu,Cortney Casey,red,KO/TKO,6178
781,Sam Alvey,Eric Spicely,blue,SUB,6185
781,Katlyn Chookagian,Lauren Murphy,blue,DEC,6194
782,Damien Brown,Cesar Arzamendia,blue,KO/TKO,6137
782,Tyron Woodley,Robbie Lawler,blue,KO/TKO,6143
782,Bojan Velickovic,Michael Graves,draw,,6148
782,Erik Perez,Francisco Rivera,blue,DEC,6149
782,Damian Grabowski,Anthony Hamilton,red,KO/TKO,6152
782,Jake Ellenberger,Matt Brown,blue,KO/TKO,6153
753,Colby Covington,Warlley Alves,red,SUB,5692
754,Michinori Tanaka,Joe Soto,blue,DEC,5871
756,Jason Knight,Tatsuya Kawajiri,red,DEC,5889
759,Dominick Cruz,TJ Dillashaw,blue,DEC,5786
761,Masio Fullen,Alex Caceres,red,DEC,5860
763,Jarjis Danho,Daniel Omielanczuk,red,DEC,5924
765,Joe Riggs,Chris Camozzi,red,KO/TKO,5911
766,Chad Laprise,Ross Pearson,red,DEC,5992
769,Junior Dos Santos,Ben Rothwell,blue,DEC,5993
770,Luan Chagas,Sergio Moraes,draw,,6043
772,Rafael Natal,Robert Whittaker,red,DEC,5997
773,Neil Seery,Kyoji Horiguchi,red,DEC,6065
775,Stephen Thompson,Rory MacDonald,blue,DEC,6037
776,Thiago Tavares,Dooho Choi,red,KO/TKO,6121
777,Bryan Caraway,Aljamain Sterling,blue,DEC,6079
779,Kailin Curran,Felice Herrig,red,SUB,6131
678,Tiago Trator,Akbarh Arreola,blue,DEC,4941
711,Thomas Almeida,Yves Jabouin,blue,KO/TKO,5308
750,Myles Jury,Charles Oliveira,red,SUB,5813
781,Josh Samman,Tim Boetsch,red,KO/TKO,6105
809,Daniel Spitz,Mark Godbeer,red,DEC,6494
841,Kennedy Nzechukwu,Anton Berzin,blue,DEC,6822
782,Karolina Kowalkiewicz,Rose Namajunas,blue,DEC,6162
782,Jorge Masvidal,Ross Pearson,blue,DEC,6181
782,Fredy Serrano,Ryan Benoit,red,DEC,6209
782,Hector Sandoval,Wilson Reis,red,SUB,6210
783,Josh Barnett,Andrei Arlovski,blue,SUB,6156
783,Ilir Latifi,Ryan Bader,red,KO/TKO,6157
783,Jack Hermansson,Scott Askham,blue,DEC,6158
783,Nicolas Dalby,Peter Sobotta,red,DEC,6163
783,Jimmy Wallhead,Jessin Ayari,red,DEC,6164
783,Jan Blachowicz,Alexander Gustafsson,red,DEC,6182
783,Tae Hyun Bang,Nick Hein,red,DEC,6211
783,Leandro Silva,Rustam Khabilov,red,DEC,6212
783,Christian Colombo,Jarjis Danho,draw,,6213
783,Veronica Macedo,Ashlee Evans-Smith,red,KO/TKO,6236
783,Leandro Issa,Taylor Lapilus,red,DEC,6237
784,Alistair Overeem,Stipe Miocic,red,KO/TKO,6154
784,Travis Browne,Fabricio Werdum,red,DEC,6155
784,Bethe Correia,Jessica Eye,blue,DEC,6204
784,Mickey Gall,CM Punk,blue,SUB,6205
784,Jimmie Rivera,Urijah Faber,blue,DEC,6207
784,Joanne Calderwood,Jessica Andrade,red,SUB,6232
784,Jason Gonzalez,Drew Dober,red,KO/TKO,6276
784,Caio Magalhaes,Brad Tavares,red,DEC,6284
784,Sean Spencer,Yancy Medeiros,red,SUB,6285
785,Conor McGregor,Nate Diaz,blue,DEC,6161
785,Mike Perry,Hyun Gyu Lim,blue,KO/TKO,6183
785,Glover Teixeira,Anthony Johnson,red,KO/TKO,6188
785,Donald Cerrone,Rick Story,blue,KO/TKO,6189
785,Marvin Vettori,Alberto Uda,blue,SUB,6191
785,Lorenz Larkin,Neil Magny,blue,KO/TKO,6192
785,Takeya Mizugaki,Cody Garbrandt,red,KO/TKO,6193
785,Chris Avila,Artem Lobov,red,DEC,6201
785,Sabah Homasi,Tim Means,red,KO/TKO,6206
785,Elizabeth Phillips,Raquel Pennington,red,DEC,6226
785,Cortney Casey,Randa Markos,blue,SUB,6250
786,Alex Caceres,Yair Rodriguez,red,DEC,6172
786,Tatsuya Kawajiri,Cub Swanson,red,DEC,6173
786,Dominique Steele,Court McGee,red,DEC,6174
786,Zak Cummings,Santiago Ponzinibbio,red,DEC,6175
786,Marcin Tybura,Viktor Pesta,blue,KO/TKO,6176
786,Chris Camozzi,Thales Leites,red,SUB,6177
786,Rony Jason,Dennis Bermudez,red,DEC,6187
786,Joe Gigliotti,Trevor Smith,red,DEC,6195
786,Justin Ledet,Chase Sherman,blue,DEC,6196
786,Jason Novelli,David Teymur,red,KO/TKO,6214
786,Horacio Gutierrez,Teruto Ishihara,red,KO/TKO,6215
786,Danielle Taylor,Maryna Moroz,red,DEC,6225
787,Charles Oliveira,Anthony Pettis,red,SUB,6179
787,Alessio Di Chirico,Garreth McLellan,blue,DEC,6180
787,Bec Rawlings,Paige VanZant,red,KO/TKO,6184
787,Kyle Bochniak,Enrique Barzola,blue,DEC,6186
787,Jim Miller,Joe Lauzon,blue,DEC,6223
787,Carlos Condit,Demian Maia,red,SUB,6228
787,Kevin Casey,Sam Alvey,red,KO/TKO,6229
787,Felipe Silva,Shane Campbell,blue,KO/TKO,6230
787,Alessandro Ricci,Jeremy Kennedy,red,DEC,6238
789,Michael Johnson,Dustin Poirier,blue,KO/TKO,6216
789,Derek Brunson,Uriah Hall,blue,KO/TKO,6217
789,Rick Glenn,Evan Dunham,red,DEC,6218
789,Albert Morales,Alejandro Perez,draw,,6219
789,Sam Sicilia,Gabriel Benitez,red,SUB,6220
789,Joey Gomez,Jose Quinonez,red,DEC,6221
789,Maximo Blanco,Chas Skelly,red,SUB,6222
789,Kenny Robertson,Roan Carneiro,red,DEC,6233
789,Belal Muhammad,Augusto Montano,blue,KO/TKO,6234
789,Randy Brown,Erick Montano,blue,SUB,6239
789,Islam Makhachev,Chris Wade,blue,DEC,6279
789,Leonardo Augusto Leleco,Antonio Carlos Junior,red,SUB,6297
790,Walt Harris,Shamil Abdurakhimov,red,DEC,6241
790,Tamdan McCrory,Nate Marquardt,red,KO/TKO,6242
790,Alex Oliveira,Will Brooks,blue,KO/TKO,6243
790,Zak Ottow,Joshua Burkman,blue,DEC,6244
790,Ketlen Vieira,Kelly Faszholz,blue,DEC,6245
790,Joachim Christensen,Henrique da Silva,red,SUB,6246
790,Andre Fili,Hacran Dias,blue,DEC,6249
790,John Dodson,John Lineker,red,DEC,6267
790,Curtis Blaydes,Cody East,blue,KO/TKO,6305
790,Elizeu Zaleski dos Santos,Keita Nakamura,blue,DEC,6309
790,Ion Cutelaba,Jonathan Wilson,blue,DEC,6310
791,Lina Lansberg,Cris Cyborg,red,KO/TKO,6251
791,Phillipe Nover,Renan Barao,red,DEC,6253
791,Antonio Silva,Roy Nelson,red,KO/TKO,6254
791,Paul Felder,Francisco Trinaldo,red,KO/TKO,6255
791,Michel Prazeres,Gilbert Burns,blue,DEC,6256
791,Mike de la Torre,Godofredo Pepey,red,SUB,6257
791,Dustin Ortiz,Jussier Formiga,red,DEC,6259
791,Hector Urbina,Vicente Luque,red,KO/TKO,6260
791,Gregor Gillespie,Glaico Franca,blue,DEC,6261
791,Stevie Ray,Alan Patrick,red,DEC,6263
791,Luan Chagas,Erick Silva,red,SUB,6264
791,Eric Spicely,Thiago Santos,blue,SUB,6298
792,Tony Ferguson,Rafael Dos Anjos,blue,DEC,6247
792,Rashid Magomedov,Beneil Dariush,red,DEC,6248
792,Heather Jo Clark,Alexa Grasso,red,DEC,6266
792,Marcin Held,Diego Sanchez,red,DEC,6290
792,Felipe Arantes,Erik Perez,red,DEC,6302
792,Jason Novelli,Polo Reyes,red,DEC,6324
792,Max Griffin,Erick Montano,blue,KO/TKO,6348
792,Douglas Silva de Andrade,Henry Briones,blue,KO/TKO,6351
792,Chris Avila,Enrique Barzola,red,DEC,6352
792,Alex Nicholson,Sam Alvey,red,DEC,6364
792,Charles Oliveira,Ricardo Lamas,red,SUB,6372
792,Claudio Puelles,Martin Bravo,red,KO/TKO,6418
793,Dan Henderson,Michael Bisping,red,DEC,6268
793,Gegard Mousasi,Vitor Belfort,blue,KO/TKO,6269
793,Jimi Manuwa,Ovince Saint Preux,blue,KO/TKO,6270
793,Daniel Omielanczuk,Stefan Struve,red,SUB,6271
793,Adriano Martins,Leonardo Santos,red,DEC,6272
793,Iuri Alcantara,Brad Pickett,blue,SUB,6273
793,Damian Stasiak,Davey Grant,blue,SUB,6274
793,Albert Tumenov,Leon Edwards,red,SUB,6280
793,Russell Doane,Mirsad Bektic,red,SUB,6283
793,Marc Diakiese,Lukasz Sajewski,blue,KO/TKO,6301
793,Mike Perry,Danny Roberts,blue,KO/TKO,6311
794,Jeremy Stephens,Frankie Edgar,red,DEC,6316
794,Tim Boetsch,Rafael Natal,blue,KO/TKO,6318
794,Katlyn Chookagian,Liz Carmouche,red,DEC,6319
794,Karolina Kowalkiewicz,Joanna Jedrzejczyk,red,DEC,6325
794,Belal Muhammad,Vicente Luque,red,KO/TKO,6326
794,Thiago Alves,Jim Miller,red,DEC,6328
794,Conor McGregor,Eddie Alvarez,blue,KO/TKO,6335
794,Stephen Thompson,Tyron Woodley,draw,,6336
794,Yoel Romero,Chris Weidman,blue,KO/TKO,6337
794,Michael Johnson,Khabib Nurmagomedov,red,SUB,6339
795,Uriah Hall,Gegard Mousasi,red,KO/TKO,6304
795,Amanda Cooper,Anna Elmose,blue,DEC,6313
795,Stevie Ray,Ross Pearson,blue,DEC,6323
795,Alexander Yakovlev,Zak Cummings,red,SUB,6342
795,Magomed Mustafaev,Kevin Lee,red,SUB,6343
795,Mark Godbeer,Justin Ledet,red,SUB,6344
795,Alexander Volkov,Tim Johnson,blue,DEC,6345
795,Teruto Ishihara,Artem Lobov,red,DEC,6350
795,Jack Marshman,Magnus Cedenblad,blue,KO/TKO,6361
795,Milana Dudieva,Marion Reneau,red,KO/TKO,6376
795,Ali Bagautinov,Kyoji Horiguchi,red,DEC,6391
795,Kwan Ho Kwak,Brett Johns,red,DEC,6430
796,Rogerio Nogueira,Ryan Bader,red,KO/TKO,6329
796,Christian Colombo,Luis Henrique,red,SUB,6330
796,Krzysztof Jotko,Thales Leites,blue,DEC,6331
796,Manvel Gamburyan,Johnny Eduardo,red,KO/TKO,6332
796,Cortney Casey,Claudia Gadelha,red,DEC,6338
796,Justin Scoggins,Pedro Munhoz,red,SUB,6340
796,Jack Hermansson,Cezar Ferreira,red,SUB,6346
796,Kamaru Usman,Warlley Alves,blue,DEC,6353
796,Albert Morales,Thomas Almeida,red,KO/TKO,6393
796,Zak Ottow,Sergio Moraes,red,DEC,6410
796,Gadzhimurad Antigulov,Marcos Rogerio de Lima,blue,SUB,6411
796,Darren Stewart,Francimar Barroso,no contest,KO/TKO,6412
797,Chris Camozzi,Daniel Kelly,red,DEC,6320
797,Derek Brunson,Robert Whittaker,red,KO/TKO,6321
797,Jonathan Meunier,Richard Walsh,blue,DEC,6347
