Event_ID,B_Name,R_Name,winner,winby,Fight_ID
694,Chris Clements,Vik Grujic,blue,KO/TKO,5038
694,Daniel Kelly,Luke Zachrich,blue,SUB,5049
694,Marcus Brimage,Jumabieke Tuerxun,blue,KO/TKO,5053
694,Louis Smolka,Richie Vaculik,blue,KO/TKO,5079
694,Al Iaquinta,Ross Pearson,blue,KO/TKO,5088
695,Drew Dober,Jamie Varner,blue,SUB,5043
695,Stefan Struve,Alistair Overeem,red,KO/TKO,5054
695,Stipe Miocic,Junior Dos Santos,red,DEC,5067
695,Nate Diaz,Rafael dos Anjos,red,DEC,5068
695,Bryan Barberena,Joe Ellenberger,blue,KO/TKO,5069
695,Willie Gates,John Moraga,red,SUB,5082
695,Ben Saunders,Joe Riggs,blue,SUB,5083
695,Ian Entwistle,Anthony Birchak,blue,SUB,5084
695,Dustin Kimura,Henry Cejudo,red,DEC,5101
695,Joanna Jedrzejczyk,Claudia Gadelha,blue,DEC,5108
695,Garett Whiteley,David Michaud,red,DEC,5119
696,CB Dollaway,Lyoto Machida,red,KO/TKO,5058
696,Igor Pokrajac,Marcos Rogerio de Lima,red,KO/TKO,5071
696,Rashid Magomedov,Elias Silverio,blue,KO/TKO,5089
696,Patrick Cummins,Antonio Carlos Junior,blue,DEC,5090
696,Mitch Gagnon,Renan Barao,red,SUB,5100
696,Mike Rhodes,Erick Silva,red,SUB,5133
696,Antonio Dos Santos,Daniel Sarafian,red,KO/TKO,5134
696,Renato Moicano,Tom Niinimaki,blue,SUB,5135
696,Hacran Dias,Darren Elkins,blue,DEC,5136
696,Ulka Sasaki,Leandro Issa,red,SUB,5137
696,Tim Means,Marcio Alexandre Junior,blue,DEC,5138
697,Yancy Medeiros,Joe Proctor,blue,SUB,5085
697,Charles Oliveira,Jeremy Stephens,blue,DEC,5086
697,Daron Cruickshank,KJ Noons,no contest,,5096
697,Lisa Ellis,Felice Herrig,red,SUB,5161
697,Angela Magana,Tecia Torres,red,DEC,5162
697,Seohee Ham,Joanne Calderwood,red,DEC,5163
697,Heather Jo Clark,Bec Rawlings,blue,DEC,5164
697,Alex Chambers,Aisling Daly,red,SUB,5165
697,Angela Hill,Emily Peters Kagan,blue,DEC,5166
697,Rose Namajunas,Carla Esparza,red,SUB,5167
697,Randa Markos,Jessica Penne,red,DEC,5172
698,Dennis Siver,Conor McGregor,red,KO/TKO,5105
698,Benson Henderson,Donald Cerrone,red,DEC,5116
698,Ron Stallings,Uriah Hall,red,KO/TKO,5117
698,Gleison Tibau,Norman Parke,blue,DEC,5118
698,Lorenz Larkin,John Howard,blue,KO/TKO,5121
698,Shane Howell,Paddy Holohan,red,DEC,5122
698,Joby Sanchez,Tateki Matsuda,blue,DEC,5154
698,Chris Wade,Zhang Lipeng,blue,DEC,5155
698,Sean O'Connell,Matt Van Buren,blue,KO/TKO,5156
698,Sean Soriano,Charles Rosa,red,SUB,5173
698,Frankie Perez,Johnny Case,red,KO/TKO,5186
699,Nick Diaz,Anderson Silva,no contest,DEC,5110
699,Andy Enz,Thiago Santos,red,KO/TKO,5111
699,Thiago Alves,Jordan Mein,blue,KO/TKO,5112
699,Ildemar Alcantara,Richardson Moreira,blue,DEC,5113
699,Sara McMann,Miesha Tate,red,DEC,5140
699,Kelvin Gastelum,Tyron Woodley,red,DEC,5151
699,Tom Watson,Rafael Natal,red,DEC,5152
699,Tim Boetsch,Thales Leites,red,SUB,5153
699,Al Iaquinta,Joe Lauzon,blue,KO/TKO,5160
699,John Lineker,Ian McCall,blue,DEC,5174
699,Derek Brunson,Ed Herman,blue,KO/TKO,5197
700,Cat Zingano,Ronda Rousey,red,SUB,5103
700,Josh Koscheck,Jake Ellenberger,red,SUB,5177
700,Richard Walsh,Alan Jouban,red,KO/TKO,5185
700,Holly Holm,Raquel Pennington,blue,DEC,5188
700,Roan Carneiro,Mark Munoz,blue,SUB,5189
700,Ruan Potts,Derrick Lewis,red,KO/TKO,5190
700,Gleison Tibau,Tony Ferguson,red,SUB,5242
700,Valmir Lazaro,James Krause,blue,DEC,5243
700,Alex Torres,Masio Fullen,red,DEC,5244
700,Tim Means,Dhiego Lima,blue,KO/TKO,5252
701,Cole Miller,Max Holloway,red,DEC,5126
701,Tim Elliott,Zach Makovsky,red,DEC,5127
701,Chris Kelades,Ray Borg,red,SUB,5128
701,Brandon Thatch,Benson Henderson,red,SUB,5191
701,Kiichi Kunimoto,Neil Magny,red,SUB,5192
701,Patrick Walsh,Daniel Kelly,red,DEC,5193
701,Kevin Lee,Michel Prazeres,blue,DEC,5194
701,Rodrigo de Lima,Efrain Escudero,red,DEC,5195
701,Jim Alers,Chas Skelly,red,KO/TKO,5270
702,Anthony Johnson,Alexander Gustafsson,blue,KO/TKO,5131
702,Gegard Mousasi,Dan Henderson,blue,KO/TKO,5132
702,Albert Tumenov,Nico Musoke,blue,DEC,5143
702,Sultan Aliev,Kenny Robertson,red,KO/TKO,5144
702,Konstantin Erokhin,Viktor Pesta,red,DEC,5145
702,Anthony Christodoulou,Mairbek Taisumov,red,KO/TKO,5146
702,Stanislav Nedkov,Nikita Krylov,red,SUB,5147
702,Ryan Bader,Phil Davis,blue,DEC,5159
702,Paul Redmond,Mirsad Bektic,red,DEC,5168
702,Makwan Amirkhani,Andy Ogle,blue,KO/TKO,5169
702,Sam Sicilia,Akira Corassani,blue,KO/TKO,5170
702,Chris Beal,Neil Seery,red,DEC,5171
703,Frank Mir,Antonio Silva,blue,KO/TKO,5142
703,Josh Shockley,Ivan Jorge,red,DEC,5180
703,Sean Strickland,Santiago Ponzinibbio,red,DEC,5181
703,Adriano Martins,Rustam Khabilov,blue,DEC,5183
703,Michael Johnson,Edson Barboza,blue,DEC,5187
703,Frankie Saenz,Iuri Alcantara,blue,DEC,5200
703,Cody Gibson,Douglas Silva de Andrade,red,DEC,5201
703,Marion Reneau,Jessica Andrade,blue,SUB,5202
703,Matt Dwyer,William Patolino,blue,KO/TKO,5203
703,Mike de la Torre,Tiago Trator,blue,KO/TKO,5204
704,Rafael dos Anjos,Anthony Pettis,blue,DEC,5198
704,Alistair Overeem,Roy Nelson,blue,DEC,5199
704,Henry Cejudo,Chris Cariaso,blue,DEC,5240
704,Ryan Benoit,Sergio Pettis,blue,KO/TKO,5241
704,Matt Brown,Johny Hendricks,red,DEC,5245
704,Joanna Jedrzejczyk,Carla Esparza,blue,KO/TKO,5246
704,Sam Stout,Ross Pearson,red,KO/TKO,5249
704,Beneil Dariush,Daron Cruickshank,blue,SUB,5250
704,Roger Narvaez,Elias Theodorou,red,KO/TKO,5254
704,Joe Duffy,Jake Lindsey,blue,KO/TKO,5268
704,Germaine de Randamie,Larissa Pacheco,blue,KO/TKO,5284
706,Luke Rockhold,Lyoto Machida,blue,SUB,5217
706,Paige VanZant,Felice Herrig,blue,DEC,5247
706,Beneil Dariush,Jim Miller,blue,DEC,5248
706,Aljamain Sterling,Takeya Mizugaki,blue,SUB,5251
706,Chris Dempsey,Eddie Gordon,blue,DEC,5253
706,Gian Villante,Corey Anderson,blue,KO/TKO,5285
706,Tim Means,George Sullivan,blue,SUB,5307
706,Chris Camozzi,Jacare Souza,red,SUB,5326
706,Patrick Cummins,Ovince Saint Preux,red,KO/TKO,5357
706,Jimy Hettes,Diego Brandao,red,KO/TKO,5358
706,Max Holloway,Cub Swanson,blue,SUB,5371
711,Kyoji Horiguchi,Demetrious Johnson,red,SUB,5256
711,CB Dollaway,Michael Bisping,red,DEC,5258
711,Joe Riggs,Patrick Cote,red,DEC,5259
711,David Michaud,Olivier Aubin-Mercier,red,SUB,5260
711,Valerie Letourneau,Jessica Rakoczy,blue,DEC,5261
711,Chris Clements,Nordine Taleb,red,DEC,5280
711,Shane Campbell,John Makdessi,red,KO/TKO,5309
711,Bryan Barberena,Chad Laprise,red,DEC,5323
711,Sarah Kaufman,Alexis Davis,red,SUB,5325
711,Aisling Daly,Randa Markos,red,DEC,5416
711,Fabio Maldonado,Rampage Jackson,red,DEC,5439
712,Ricardo Lamas,Chad Mendes,red,KO/TKO,5262
712,Diego Ferreira,Dustin Poirier,red,KO/TKO,5263
712,Al Iaquinta,Jorge Masvidal,blue,DEC,5264
712,Mitch Clarke,Michael Chiesa,red,DEC,5265
712,Tim Johnson,Shamil Abdurakhimov,blue,KO/TKO,5266
712,Lauren Murphy,Liz Carmouche,red,DEC,5269
712,Milana Dudieva,Julianna Pena,red,KO/TKO,5282
712,Robert Peralta,Clay Guida,red,DEC,5289
712,Justin Jones,Ron Stallings,red,DEC,5290
712,Alexander Yakovlev,Gray Maynard,blue,DEC,5294
713,Ryan LaFlare,Demian Maia,red,DEC,5272
713,Alex Oliveira,Gilbert Burns,red,SUB,5273
680,Sam Sicilia,Katsunori Kikuno,red,SUB,5001
682,Tony Martin,Beneil Dariush,red,SUB,4901
684,Yoel Romero,Tim Kennedy,blue,KO/TKO,4892
685,Leandro Silva,Francisco Trinaldo,red,DEC,4972
687,Andre Fili,Felipe Arantes,blue,DEC,5025
688,Matt Dwyer,Albert Tumenov,red,KO/TKO,5048
690,Abel Trujillo,Tony Ferguson,red,SUB,5074
692,Isaac Vallie-Flagg,Matt Wiman,red,DEC,5022
693,Charlie Brenneman,Leandro Silva,red,SUB,5091
695,Matt Mitrione,Gabriel Gonzaga,blue,KO/TKO,5070
696,Jake Collier,Vitor Miranda,red,KO/TKO,5139
698,Sean Spencer,Cathal Pendred,red,DEC,5149
700,Norifumi Yamamoto,Roman Salazar,no contest,,5176
701,Cody Pfister,James Moontasri,red,SUB,5196
703,Sam Alvey,Cezar Ferreira,blue,KO/TKO,5184
704,Josh Copeland,Jared Rosholt,red,KO/TKO,5288
713,Tony Martin,Leonardo Santos,red,SUB,5275
713,Cain Carrizosa,Leonardo Mafra,red,DEC,5276
713,Drew Dober,Leandro Silva,no contest,SUB,5277
713,Akbarh Arreola,Francisco Trinaldo,red,DEC,5283
713,Shayna Baszler,Amanda Nunes,red,KO/TKO,5292
713,Andre Fili,Godofredo Pepey,red,SUB,5293
713,Katsunori Kikuno,Kevin Souza,red,KO/TKO,5321
713,Christos Giagos,Jorge de Oliveira,blue,SUB,5322
713,Fredy Serrano,Bentley Syler,blue,KO/TKO,5324
714,Mirko Cro Cop,Gabriel Gonzaga,blue,KO/TKO,5278
714,Jan Blachowicz,Jimi Manuwa,red,DEC,5279
714,Sheldon Westcott,Pawel Pawlak,red,DEC,5286
714,Garreth McLellan,Bartosz Fabinski,red,DEC,5287
714,Mickael Lebout,Sergio Moraes,red,DEC,5317
714,Anthony Hamilton,Daniel Omielanczuk,blue,DEC,5318
714,Leon Edwards,Seth Baczynski,blue,KO/TKO,5319
714,Stevie Ray,Marcin Bandel,blue,KO/TKO,5320
714,Maryna Moroz,Joanne Calderwood,blue,SUB,5348
714,Rocky Lee,Taylor Lapilus,red,DEC,5363
714,Yaotzin Meza,Damian Stasiak,blue,DEC,5424
716,Urijah Faber,Frankie Edgar,red,DEC,5327
716,Yao Zhikui,Nolan Ticman,blue,DEC,5328
716,Kajan Johnson,Zhang Lipeng,blue,DEC,5329
716,Jon Tuck,Tae Hyun Bang,blue,SUB,5330
716,Dhiego Lima,Li Jingliang,red,KO/TKO,5331
716,Yui Chul Nam,Phillipe Nover,red,DEC,5334
716,Levan Makashvili,Mark Eddiva,blue,DEC,5356
716,Costas Philippou,Gegard Mousasi,red,DEC,5373
716,Neil Magny,Hyun Gyu Lim,blue,KO/TKO,5374
716,Luke Barnatt,Mark Munoz,red,DEC,5386
716,Royston Wee,Ning Guangyou,red,KO/TKO,5387
716,Jon Delos Reyes,Roldan Sangcha-an,blue,SUB,5388
717,Matt Mitrione,Ben Rothwell,red,SUB,5368
717,Dan Henderson,Tim Boetsch,blue,KO/TKO,5369
717,Derrick Lewis,Shawn Jordan,red,KO/TKO,5385
717,Jake Collier,Ricardo Abreu,blue,DEC,5389
717,Anthony Birchak,Joe Soto,blue,KO/TKO,5402
717,Omari Akhmedov,Brian Ebersole,blue,KO/TKO,5410
717,Yancy Medeiros,Dustin Poirier,red,KO/TKO,5436
717,Leonardo Morales,Jose Quinonez,red,SUB,5438
717,Alex Caceres,Francisco Rivera,red,KO/TKO,5449
717,Brian Ortega,Thiago Tavares,blue,KO/TKO,5481
717,Christos Giagos,Chris Wade,red,DEC,5498
718,Mark Hunt,Stipe Miocic,red,KO/TKO,5335
718,Robert Whittaker,Brad Tavares,blue,KO/TKO,5336
718,Sean O'Connell,Anthony Perosh,blue,KO/TKO,5337
718,James Vick,Jake Matthews,blue,SUB,5338
718,Lisa Ellis,Bec Rawlings,red,SUB,5339
718,Bradley Scott,Dylan Andrews,blue,SUB,5340
718,Kailin Curran,Alex Chambers,red,SUB,5341
718,Brendan O'Reilly,Vik Grujic,blue,DEC,5342
718,Dan Hooker,Hatsu Hioki,blue,KO/TKO,5350
718,Jonavin Webb,Kyle Noke,red,DEC,5375
718,Sam Alvey,Daniel Kelly,blue,KO/TKO,5401
719,Daniel Cormier,Anthony Johnson,blue,SUB,5343
719,Vitor Belfort,Chris Weidman,red,KO/TKO,5344
719,John Makdessi,Donald Cerrone,red,KO/TKO,5345
719,Andrei Arlovski,Travis Browne,blue,KO/TKO,5346
719,John Moraga,Joseph Benavidez,red,DEC,5347
719,Leo Kuntz,Islam Makhachev,red,SUB,5351
719,Zach Makovsky,John Dodson,red,DEC,5352
719,Joshua Sampo,Justin Scoggins,red,DEC,5365
719,Colby Covington,Mike Pyle,blue,DEC,5367
719,Joshua Burkman,Dong Hyun Kim,red,SUB,5372
719,Rafael Natal,Uriah Hall,blue,DEC,5376
720,Fabricio Werdum,Cain Velasquez,blue,SUB,5353
720,Eddie Alvarez,Gilbert Melendez,blue,DEC,5359
720,Angela Hill,Tecia Torres,red,DEC,5360
720,Charles Rosa,Yair Rodriguez,red,DEC,5362
720,Nate Marquardt,Kelvin Gastelum,red,KO/TKO,5408
720,Patrick Williams,Alejandro Perez,blue,SUB,5411
720,Drew Dober,Efrain Escudero,red,SUB,5412
720,Johnny Case,Francisco Trevino,blue,DEC,5413
720,Clay Collard,Gabriel Benitez,red,DEC,5414
720,Chico Camus,Henry Cejudo,red,DEC,5477
721,Conor McGregor,Chad Mendes,blue,KO/TKO,5354
721,Rory MacDonald,Robbie Lawler,red,KO/TKO,5355
721,Jeremy Stephens,Dennis Bermudez,blue,KO/TKO,5418
721,Brandon Thatch,Gunnar Nelson,red,SUB,5463
721,John Howard,Cathal Pendred,blue,DEC,5464
721,Alex Garcia,Mike Swick,blue,DEC,5465
721,Henry Briones,Cody Garbrandt,red,DEC,5466
721,Tim Means,Matt Brown,red,SUB,5474
721,Thomas Almeida,Brad Pickett,blue,KO/TKO,5482
721,Cody Pfister,Yosdenis Cedeno,blue,DEC,5509
721,Louis Smolka,Neil Seery,blue,DEC,5514
724,Rogerio Nogueira,Mauricio Rua,red,DEC,5406
724,Minotauro Nogueira,Stefan Struve,red,DEC,5472
724,Soa Palelei,Antonio Silva,red,KO/TKO,5555
724,Neil Magny,Demian Maia,red,SUB,5556
724,Nordine Taleb,Warlley Alves,red,SUB,5557
724,Patrick Cummins,Rafael Feijao,blue,KO/TKO,5558
724,Jessica Aguilar,Claudia Gadelha,red,DEC,5563
724,Leandro Issa,Iuri Alcantara,red,DEC,5568
724,Clint Hester,Vitor Miranda,red,KO/TKO,5595
724,Guido Cannetti,Hugo Viana,blue,DEC,5596
724,Fernando Bruno,Glaico Franca Moreira,red,SUB,5597
724,Dileno Lopes,Reginaldo Vieira,red,DEC,5598
725,Thiago Alves,Carlos Condit,red,KO/TKO,5409
725,Charles Oliveira,Nik Lentz,blue,SUB,5426
725,Norman Parke,Francisco Trinaldo,red,DEC,5427
725,Ryan Jimmo,Francimar Barroso,red,DEC,5428
725,Ericka Almeida,Juliana Lima,red,DEC,5430
725,Darren Till,Wendell Oliveira,blue,KO/TKO,5431
725,Wilson Reis,Jussier Formiga,red,DEC,5432
725,Nicolas Dalby,Elizeu Zaleski dos Santos,blue,DEC,5433
725,Tom Breese,Luiz Dutra,blue,KO/TKO,5434
725,Mirsad Bektic,Lucas Martins,blue,KO/TKO,5435
725,Damon Jackson,Rony Jason,no contest,SUB,5499
726,Alan Patrick,Mairbek Taisumov,red,KO/TKO,5440
726,Noad Lahat,Niklas Backstrom,blue,DEC,5441
726,Tatsuya Kawajiri,Dennis Siver,blue,DEC,5442
726,Lukasz Sajewski,Nick Hein,red,DEC,5443
726,Antonio Dos Santos,Scott Askham,red,KO/TKO,5444
726,Magomed Mustafaev,Piotr Hallmann,blue,KO/TKO,5469
726,Arnold Allen,Alan Omer,blue,SUB,5470
726,Masio Fullen,Makwan Amirkhani,red,SUB,5471
726,Jessica Penne,Joanna Jedrzejczyk,red,KO/TKO,5480
726,Steve Kennedy,Peter Sobotta,red,SUB,5483
727,Tony Ferguson,Josh Thomson,blue,DEC,5419
727,Todd Duffee,Frank Mir,red,KO/TKO,5437
727,Matt Dwyer,Alan Jouban,red,DEC,5492
727,Manvel Gamburyan,Scott Jorgensen,blue,DEC,5493
727,James Moontasri,Kevin Lee,red,SUB,5494
727,Sean Strickland,Igor Araujo,blue,DEC,5495
727,Lyman Good,Andrew Craig,blue,KO/TKO,5496
727,Sarah Moras,Jessica Andrade,red,DEC,5497
727,Marion Reneau,Holly Holm,red,DEC,5510
727,Yaotzin Meza,Sam Sicilia,red,DEC,5521
727,Ildemar Alcantara,Kevin Casey,red,DEC,5522
727,Masanori Kanehara,Rani Yahya,red,DEC,5576
729,Renan Barao,TJ Dillashaw,red,KO/TKO,5454
729,Paul Felder,Edson Barboza,red,DEC,5455
729,Jessica Eye,Miesha Tate,red,DEC,5456
729,Takanori Gomi,Joe Lauzon,red,KO/TKO,5523
729,Tom Lawlor,Gian Villante,blue,KO/TKO,5524
729,Andrew Holbrook,Ramsey Nijem,blue,DEC,5526
729,Danny Castillo,Jim Miller,red,DEC,5527
729,Dominique Steele,Zak Cummings,red,KO/TKO,5528
729,Ben Saunders,Kenny Robertson,blue,DEC,5529
729,Bryan Caraway,Eddie Wineland,blue,DEC,5530
729,Elizabeth Phillips,Jessamyn Duke,blue,DEC,5531
731,Yoel Romero,Lyoto Machida,blue,KO/TKO,5500
731,Steve Bosse,Thiago Santos,red,KO/TKO,5502
731,Levan Makashvili,Hacran Dias,red,DEC,5532
731,Eddie Gordon,Antonio Carlos Junior,red,SUB,5538
731,Lorenz Larkin,Santiago Ponzinibbio,blue,KO/TKO,5569
731,Joe Merritt,Alex Oliveira,red,DEC,5570
731,Lewis Gonzalez,Leandro Silva,red,DEC,5571
731,Tony Sims,Steve Montgomery,blue,KO/TKO,5572
731,Sirwan Kakai,Danny Martinez,blue,DEC,5573
732,Stephen Thompson,Jake Ellenberger,blue,KO/TKO,5485
732,Cezar Ferreira,Jorge Masvidal,red,KO/TKO,5503
732,Jerrod Sanders,Russell Doane,blue,DEC,5513
732,Willie Gates,Darrell Montague,blue,KO/TKO,5520
732,Mike de la Torre,Maximo Blanco,red,KO/TKO,5533
732,Dominic Waters,George Sullivan,red,DEC,5559
732,Hayder Hassan,Kamaru Usman,red,SUB,5591
732,Vicente Luque,Michael Graves,red,DEC,5592
732,Caio Magalhaes,Josh Samman,red,SUB,5593
732,Trevor Smith,Dan Miller,blue,DEC,5594
733,Paul Redmond,Rob Whiteford,red,KO/TKO,5505
733,Pawel Pawlak,Leon Edwards,red,DEC,5506
733,Leonardo Mafra,Stevie Ray,red,KO/TKO,5508
733,Ivan Jorge,Joe Duffy,red,SUB,5511
733,Cortney Casey,Joanne Calderwood,red,DEC,5515
733,Thales Leites,Michael Bisping,red,DEC,5516
733,Evan Dunham,Ross Pearson,blue,DEC,5517
733,Chris de la Rocha,Daniel Omielanczuk,red,KO/TKO,5560
733,Teemu Packalen,Mickael Lebout,red,DEC,5561
733,Vaughan Lee,Paddy Holohan,red,DEC,5574
733,Jimmie Rivera,Marcus Brimage,blue,KO/TKO,5575
738,Ovince Saint Preux,Glover Teixeira,red,SUB,5544
738,Roman Salazar,Marlon Vera,red,SUB,5545
738,Jonathan Wilson,Chris Dempsey,blue,KO/TKO,5546
738,Tim Johnson,Jared Rosholt,red,DEC,5547
738,Beneil Dariush,Michael Johnson,blue,DEC,5548
738,Scott Holtzman,Anthony Christodoulou,blue,SUB,5549
738,Amanda Nunes,Sara McMann,blue,SUB,5550
738,Tom Watson,Chris Camozzi,red,DEC,5565
738,Willie Gates,Dustin Ortiz,red,KO/TKO,5566
738,Sam Alvey,Derek Brunson,red,KO/TKO,5567
738,Geane Herrera,Ray Borg,red,DEC,5618
738,Sirwan Kakai,Frankie Saenz,red,DEC,5619
738,Oluwale Bamgbose,Uriah Hall,red,KO/TKO,5621
739,Charles Oliveira,Max Holloway,red,KO/TKO,5564
739,Frankie Perez,Sam Stout,blue,KO/TKO,5577
739,Erick Silva,Neil Magny,red,DEC,5608
739,Joshua Burkman,Patrick Cote,red,KO/TKO,5609
739,Francisco Trinaldo,Chad Laprise,blue,KO/TKO,5610
739,Tony Sims,Olivier Aubin-Mercier,red,DEC,5611
739,Valerie Letourneau,Maryna Moroz,blue,DEC,5612
739,Felipe Arantes,Yves Jabouin,blue,SUB,5613
739,Nikita Krylov,Marcos Rogerio de Lima,blue,SUB,5614
739,Chris Beal,Chris Kelades,red,DEC,5615
739,Daniel Jolly,Misha Cirkunov,red,KO/TKO,5616
740,Roy Nelson,Josh Barnett,red,DEC,5579
740,Uriah Hall,Gegard Mousasi,blue,KO/TKO,5580
740,Li Jingliang,Keita Nakamura,red,SUB,5581
740,Diego Brandao,Katsunori Kikuno,blue,KO/TKO,5652
740,Roger Zapata,Shinsho Anzai,red,KO/TKO,5653
740,Chico Camus,Kyoji Horiguchi,red,DEC,5654
740,George Roop,Takeya Mizugaki,red,DEC,5699
740,Yusuke Kasuya,Nick Hein,red,DEC,5700
740,Teruto Ishihara,Mizuto Hirota,draw,,5759
743,John Dodson,Demetrious Johnson,red,DEC,5601
743,Jimi Manuwa,Anthony Johnson,red,KO/TKO,5602
743,Alex Chambers,Paige VanZant,red,SUB,5603
743,John Lineker,Francisco Rivera,blue,SUB,5604
743,Nazareno Malegarie,Joaquim Silva,red,DEC,5620
743,Corey Anderson,Jan Blachowicz,blue,DEC,5630
743,Frank Mir,Andrei Arlovski,red,DEC,5631
743,Tiago Trator,Clay Collard,blue,DEC,5646
743,Ron Stallings,Joe Riggs,red,KO/TKO,5647
743,Paul Felder,Ross Pearson,red,DEC,5650
743,Raquel Pennington,Jessica Andrade,blue,SUB,5662
744,Rashad Evans,Ryan Bader,red,DEC,5605
744,Alexander Gustafsson,Daniel Cormier,red,DEC,5607
744,Ruslan Magomedov,Shawn Jordan,blue,DEC,5629
744,Dan Hooker,Yair Rodriguez,red,DEC,5634
744,Julianna Pena,Jessica Eye,blue,DEC,5640
744,Albert Tumenov,Alan Jouban,blue,KO/TKO,5648
744,Viktor Pesta,Derrick Lewis,red,KO/TKO,5649
744,Ali Bagautinov,Joseph Benavidez,red,DEC,5666
744,Angela Hill,Rose Namajunas,red,SUB,5667
744,Islam Makhachev,Adriano Martins,red,KO/TKO,5727
744,Sage Northcutt,Francisco Trevino,blue,KO/TKO,5728
745,Krzysztof Jotko,Scott Askham,blue,DEC,5632
745,Tom Breese,Cathal Pendred,blue,KO/TKO,5633
745,Garreth McLellan,Bubba Bush,blue,KO/TKO,5651
745,Reza Madadi,Norman Parke,red,DEC,5655
745,Darren Till,Nicolas Dalby,draw,,5656
745,Louis Smolka,Paddy Holohan,blue,SUB,5664
745,Mickael Lebout,Stevie Ray,red,DEC,5668
745,Ericka Almeida,Aisling Daly,red,DEC,5704
745,Jon Delos Reyes,Neil Seery,red,SUB,5726
745,Rob Whiteford,Darren Elkins,red,DEC,5758
746,Kelvin Gastelum,Neil Magny,red,DEC,5641
746,Diego Sanchez,Ricardo Lamas,red,DEC,5644
746,Henry Cejudo,Jussier Formiga,blue,DEC,5669
746,Taylor Lapilus,Erik Perez,red,DEC,5670
746,Bartosz Fabinski,Hector Urbina,blue,DEC,5705
746,Michel Prazeres,Valmir Lazaro,blue,DEC,5706
746,Andre Fili,Gabriel Benitez,blue,KO/TKO,5761
746,Scott Jorgensen,Alejandro Perez,red,KO/TKO,5785
746,Enrique Marin,Erick Montano,red,DEC,5857
746,Alvaro Herrera,Vernon Ramos,blue,KO/TKO,5858
746,Enrique Barzola,Horacio Gutierrez,blue,DEC,5866
746,Polo Reyes,Cesar Arzamendia,blue,KO/TKO,5867
749,Dan Henderson,Vitor Belfort,red,KO/TKO,5671
749,Patrick Cummins,Glover Teixeira,red,KO/TKO,5672
749,Corey Anderson,Fabio Maldonado,blue,DEC,5673
749,Johnny Case,Yan Cabral,blue,DEC,5674
749,Rashid Magomedov,Gilbert Burns,blue,DEC,5675
749,Abel Trujillo,Gleison Tibau,blue,SUB,5676
749,Anthony Birchak,Thomas Almeida,red,KO/TKO,5756
749,Jimmie Rivera,Pedro Munhoz,blue,DEC,5760
749,Piotr Hallmann,Alex Oliveira,red,KO/TKO,5802
749,Thiago Tavares,Clay Guida,blue,SUB,5822
749,Matheus Nicolau,Bruno Korea,blue,SUB,5823
749,Chas Skelly,Kevin Souza,blue,SUB,5825
750,Donald Cerrone,Rafael dos Anjos,red,KO/TKO,5678
750,Nate Marquardt,CB Dollaway,blue,KO/TKO,5702
750,Tamdan McCrory,Josh Samman,blue,SUB,5703
750,Nate Diaz,Michael Johnson,blue,DEC,5712
750,Alistair Overeem,Junior Dos Santos,blue,KO/TKO,5713
750,Danny Castillo,Nik Lentz,red,DEC,5732
750,Vicente Luque,Hayder Hassan,blue,SUB,5733
750,Jim Alers,Cole Miller,no contest,KO/TKO,5734
750,Valentina Shevchenko,Sarah Kaufman,blue,DEC,5775
750,Leon Edwards,Kamaru Usman,red,DEC,5776
750,Luis Henrique,Francis Ngannou,red,KO/TKO,5777
750,Karolina Kowalkiewicz,Randa Markos,blue,DEC,5814
752,Antonio Silva,Mark Hunt,red,KO/TKO,5682
752,Robert Whittaker,Uriah Hall,blue,DEC,5683
752,Akbarh Arreola,Jake Matthews,red,KO/TKO,5684
752,Peter Sobotta,Kyle Noke,red,KO/TKO,5685
752,Gian Villante,Anthony Perosh,blue,KO/TKO,5686
752,Steve Montgomery,Daniel Kelly,red,DEC,5687
752,Steve Kennedy,Richard Walsh,red,DEC,5688
752,Holly Holm,Ronda Rousey,blue,KO/TKO,5718
752,Valerie Letourneau,Joanna Jedrzejczyk,red,DEC,5731
752,Jared Rosholt,Stefan Struve,blue,DEC,5790
752,Danny Martinez,Richie Vaculik,blue,DEC,5791
752,Anton Zafir,James Moontasri,red,KO/TKO,5792
752,Ryan Benoit,Ben Nguyen,red,SUB,5793
753,Conor McGregor,Jose Aldo,blue,KO/TKO,5689
753,Luke Rockhold,Chris Weidman,blue,KO/TKO,5690
753,Yoel Romero,Jacare Souza,blue,DEC,5691
713,Josh Koscheck,Erick Silva,red,SUB,5274
714,Alexandra Albu,Izabela Badurek,blue,KO/TKO,5366
717,Justin Edwards,Joe Proctor,red,SUB,5370
718,Ben Nguyen,Alptekin Ozkilic,blue,KO/TKO,5425
720,Cathal Pendred,Augusto Montano,blue,DEC,5361
724,Bethe Correia,Ronda Rousey,red,KO/TKO,5405
725,Alex Oliveira,KJ Noons,blue,SUB,5429
726,Ulka Sasaki,Taylor Lapilus,red,KO/TKO,5519
729,James Krause,Daron Cruickshank,blue,SUB,5525
732,Michelle Waterson,Angela Magana,blue,SUB,5504
733,Hans Stringer,Ilir Latifi,red,KO/TKO,5562
739,Elias Silverio,Shane Campbell,red,DEC,5578
740,Kajan Johnson,Naoyuki Kotani,blue,DEC,5701
744,Sergio Pettis,Chris Cariaso,blue,DEC,5643
